cik,PC1,PC2,PC3,PC4,PC5,PC6
771497,1.6882338032604642,-0.7039989923997398,-0.4309705006927055,-0.465168992601985,0.02103540339586662,0.13194052302438714
1501989,0.09064019035679102,-0.3842122817335071,-0.07663317743969368,-0.00445478533427992,-1.0668181587910377,0.22610000174657544
1649096,0.4328867864351017,-0.31170628777437326,0.03637228977784261,-0.19094065519885642,-0.17273905987243315,0.2179985205800735
13239,-0.8098012863036015,-1.3864674467321232,-5.599191680803477,0.4352494057816223,-1.6335380649789841,0.3442629397363898
1318605,6.738130565301741,-0.49663535312599233,0.7503992271332747,1.6183975118090315,-1.4571555618631082,-1.7971553287256261
1736541,4.2207961563181025,-1.690354403831509,2.4348782334656893,1.2426927312132594,-0.3592146930413066,-0.7018574244327337
1737372,-1.9385739072973256,0.921361012574412,1.2866369489856457,0.24272553760815657,0.4377220145178235,-0.23904285250983104
1091223,0.053821103338147096,0.026863589014760176,0.12085859879657594,0.007871885978146764,-0.000493577193886388,-0.012652627166159234
1429260,0.30543965743881374,-0.36522290855963385,0.28099584333269034,-0.20426809754947745,-0.14960503745889017,-0.047646891331167986
875582,-1.1596024111856227,-0.16551833712503924,-0.9379205626325563,-0.1806112413875163,0.5507382313225271,0.001535239067168022
1144546,-3.243041970694012,1.471371103113628,1.1923271849217805,0.6084213127493704,0.6876087596900375,-0.739811653117745
731245,-2.895060046335135,0.7126619129608972,-0.7499307180419578,0.45345604825287045,0.35174117327185095,-0.5044126201615351
879764,0.053821103338147096,0.0268635890147602,0.12085859879657593,0.007871885978146803,-0.0004935771938869761,-0.012652627166154715
1070412,1.685557490830357,-0.037593332609694385,0.6484037488391736,-0.3272599067735221,0.4709184835261018,0.8240728408601259
1813814,-1.2318321781674688,-0.07730418236195968,-1.0585393963078114,0.06529620305792236,-0.3099393192525145,-0.2949127049925833
1742924,0.6495886203975026,-0.02507393457989574,1.4152110619824094,-0.2870177101403856,-0.33572634690127623,0.627836392083155
1857475,1.4842060992969466,-0.49238737522305803,0.640713648097954,-0.5577538877101733,0.2745436641129547,0.20178215118087084
46250,-0.2975850481163619,-0.4546806192367142,-0.9202057371855686,-0.37013018649383234,0.5443749971104987,0.27650660329199506
802481,2.7243628612651105,-0.5153005352650422,0.7165474491701217,-0.45754292641215977,-0.04334504894034191,0.192479356932607
1780262,-2.4984317592837275,0.6682415707529864,-0.5179727829849449,0.5846103273704146,-0.6356455828750543,-0.06294855449854884
1557376,-0.839945924653226,0.9324658039875268,3.085282107135909,-0.0958526843824175,0.6642523522312456,0.06464081858414186
1023128,2.3914537048830664,-0.8796067385875863,-0.7986802093871858,-0.8166633502866741,1.5762058653187079,0.19431278085587733
1652362,0.37260320891559195,-0.5994146268298698,-0.4492715451865016,-0.12940519917927118,-1.0239493832476094,0.2972154299796431
1081938,-1.447482700816715,0.44483777569199545,0.7067639434154792,0.1447794154073827,-0.2824393282707827,0.23590071585271777
1386570,-0.7232171053747994,0.03502600374482828,0.38772477088193863,-0.138842657230307,0.08586587733282246,0.13482402765677354
1538847,0.053821103338147096,0.0268635890147602,0.12085859879657593,0.007871885978146803,-0.0004935771938869761,-0.012652627166154715
1823529,2.1352251622003284,-0.3366032917981265,0.5239230134856637,-0.46778119578191124,-0.019922703657895544,0.1560900326968382
1263011,0.053821103338147096,0.0268635890147602,0.12085859879657593,0.007871885978146803,-0.0004935771938869761,-0.012652627166154715
1845459,-1.8265496407720359,0.47771620166467293,0.2326855046319823,0.1511090736722609,-0.03681463864251396,0.008642228348714458
920427,0.4650425373003095,-0.7451783296583168,-1.3386915816760068,-0.4543424777511391,1.0509161571578158,0.23236911604597024
1820931,-1.570445181267676,0.5265667169537852,0.3078206842337158,0.3830769798389548,-0.586442572692042,0.15288052266734828
1746119,-2.0207282109634046,0.9229380303546295,1.2696721445144579,0.3353740399276749,-0.17047202388802382,-0.08307913114559844
836690,-1.4564245135242477,0.22726698191002923,-0.13220838043436658,0.05247226540669093,0.04100954564417289,-0.013974707177318493
1821850,-1.5620053261365987,0.13526916857672186,-0.7245492695410778,0.2789884537964678,0.3440095612259335,-0.436795598672407
1826889,-0.043143771467578994,-0.22693312905153856,-0.03189114289325466,-0.13955219991481305,-0.7886156590511851,0.20954470443412376
1819498,-3.0734608405723693,0.6973985642137985,-0.9825907396272981,0.49375393488344804,0.1914165583020609,-0.49883323119755235
1207074,0.9102553426730083,-0.5931687983321576,-0.37595952822612505,-0.39431341356500915,-0.06714871869644706,-0.08820159381658002
1534701,5.485228396273705,0.9478843972365267,0.5923797654857947,-0.32049871007207376,-0.4554130293063742,-0.12004754220328998
1787518,-1.6802070627442498,-0.1153292237964193,-1.5373297303990983,-0.18321074176286659,1.383358945047052,-0.33383634291643927
1835236,-3.0579675797650925,0.6886479261025539,-0.9866375764854037,0.48930058125478015,0.1931169700582192,-0.48283183856052886
1681206,-0.02261846562802372,-0.46069290126706625,-0.8065572445039028,-0.3081834480689514,0.277447662208914,0.016541399822500035
936340,4.126386269388582,0.12955201894457924,-0.08554970637263337,-0.6180662014007084,1.80727509749551,0.17536690329621446
1713407,-0.02441993293425108,-0.02615666881785312,0.5825378402966697,-0.18548738463658554,-0.0801886479477563,0.17443926940041307
36377,3.3938103220265416,-0.5407467780949501,-0.24699636784941886,0.08322446600149236,-0.1494200354489929,-0.06897511491524001
1567529,-2.193647983054343,0.5856274724901264,-0.13024717331432129,0.36163802212045193,-0.2827635873915775,-0.1527990043439436
1713334,1.0462856428462628,-0.6217505333658319,-0.5405234714409419,0.09558890811783015,-0.3085265267991705,-0.22001780246230937
1262976,0.7562206704800898,-0.8084418795451286,-0.2726549091174248,-0.3876578349813603,0.2915538389823851,0.3005322452032697
1640455,-0.11986302386927224,-0.20813812466428672,0.060348939755431916,-0.16968216021624563,-0.26465681476597597,-0.050211399436303476
1826492,-0.05265426155964909,-0.05999602041449999,0.9039050568060112,-0.21467062537729142,-0.0954887069114525,-0.09924621637193463
1169561,0.9899284273272214,-0.6518129224212243,0.06035130332823623,-0.3234555774527482,-0.07506199440599988,-0.05237574391695643
1786205,-0.7805436031974227,-0.08617762613959143,-0.21210106126289807,-0.005051140788573864,-0.3433421628275627,0.09353808907806674
1325670,1.2816187534139314,-0.8777555693202009,-1.0017239970234624,-0.38492181715641366,-0.04888246346957,0.3020286271601144
1671933,1.2534836197410177,-0.5406740286253462,-0.1454502934145681,0.08218728775737998,-2.7073735986286795,0.7089729738215538
1058290,4.111210290784899,0.09072906687713284,0.6643128914352975,-0.7681186343284526,-0.3969471105737424,-0.4952882335556394
1333141,0.053821103338147096,0.0268635890147602,0.12085859879657593,0.007871885978146803,-0.0004935771938869761,-0.012652627166154715
1768446,-1.6820692082854445,0.07867017755033937,-0.9026012493682979,0.19661335829600868,-0.570066555138641,-0.051037479818750814
1237831,1.2541444751226052,-0.3172134168110209,0.602508502192966,-0.5095371429592358,0.06908280453895937,-0.08094355758541094
1785530,-1.0826426342716198,-0.05315037063038845,-0.6577589110303036,0.13048276682311286,-0.821445402047797,-0.18157235408566777
1833909,-3.1960786362287283,0.6756359322163762,-1.2266023825282333,0.5150551166041321,0.16241513682487424,-0.5403045750623923
1784254,-0.9387032750482462,-0.006970957881585962,-0.2859345329453122,-0.08627835743519675,0.2927644474530969,0.1463382392474602
1830503,-1.5001643858325135,0.13452214805265358,-0.43702996023961416,-0.14602326771926946,1.1210174000002868,-0.2895936950393005
1734722,0.8655016023627198,-1.2705821084978282,0.39453018820212304,-0.22235425310856416,-0.266830128383715,-0.29994947097097935
1494650,-0.25608944653976445,-0.27703599178128246,0.26674568952039485,-0.18761246309007845,-0.031342284069355124,0.6110632818962383
80035,-0.026683081928171534,-0.6875472189014665,-1.319271057908043,-0.6003886264569233,1.1658493861470567,-0.047571636778883576
1373670,0.28602618635463106,-0.35357440605386087,-0.12840639953213762,-0.38994241299704263,0.38410192589768444,0.40123260454500304
1698113,-0.5606080762867653,0.027493871243532076,0.49966018295440856,-0.12053000238381645,-0.4023304831872547,0.2157984673898482
1469317,-1.97353297857588,0.5734678666215968,0.14170168090257682,0.2660588624847779,0.047203844622036535,-0.24043521037315088
1443669,0.12221250149709914,-0.28384551748844483,-0.24299592311820012,-0.20766556952782175,-0.3984234656999942,0.11808612442897137
1178253,-0.45461294562479115,-0.24117409919116212,-0.2393340315106056,-0.1424221946766016,0.03127353926119128,-0.08054160306028209
1908984,-1.787466205129242,0.7680435826850734,1.1084288153447748,0.24269771198803747,-0.033279925162390596,-0.07387148715673117
1004530,0.053821103338147096,0.0268635890147602,0.12085859879657593,0.007871885978146803,-0.0004935771938869761,-0.012652627166154715
894158,-1.3921949390655628,0.319395612235732,0.4036474846385468,0.09191086844478756,0.03964263857824729,-0.024280509342615303
1393434,-0.02494045796491939,-0.30237211941190106,0.05303293829625392,-0.027602612142176193,-0.56430471250914,-0.015233168304052205
1474464,0.053821103338147096,0.0268635890147602,0.12085859879657593,0.007871885978146803,-0.0004935771938869761,-0.012652627166154715
1541119,0.04061604514386815,-0.6126860225190257,-1.4023681355030657,-0.16024640270478613,-0.38408102408557565,-0.028098384325904998
1314772,-1.2321906193988774,-0.21538124003230935,-1.0885772101436493,0.0033764372468941487,-0.5095633415261352,0.408860293141652
1484612,0.27157690019840464,-0.31518808742090515,0.2245549441255692,-0.12163660835810113,-0.452233187578375,-0.12382688411133874
1830033,-1.3289121392279502,-0.5646670589558452,-3.0170910804025763,0.03045035898214817,0.07538990352589674,-0.373149098461976
