cik,AccountsPayableCurrent_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashAndCashEquivalentsPeriodIncreaseDecrease_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,DeferredTaxAssetsValuationAllowance_USD,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeTaxExpenseBenefit_USD,InterestPaidNet_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,OperatingIncomeLoss_USD,OperatingLeaseRightOfUseAsset_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,ProceedsFromIssuanceOfCommonStock_USD,ProfitLoss_USD,PropertyPlantAndEquipmentNet_USD,RetainedEarningsAccumulatedDeficit_USD,ShareBasedCompensation_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockholdersEquity_USD,UnrecognizedTaxBenefits_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares
769397,122500000.0,-125900000.0,,2625500000.0,7279800000.0,1772200000.0,,,1772000000.0,750000000.0,219600000.0,219600000.0,,186500000.0,,219889403.0,,,,,7279800000.0,3254700000.0,,,,,,,416700000.0,,2000000.0,0.0,0.0,,,192800000.0,-1487500000.0,,,965000000.0,198000000.0,,
769520,182773000.0,-488428000.0,433308000.0,1270493000.0,5202474000.0,268103000.0,,,268103000.0,95000000.0,63651773.0,,147000.0,11731000.0,,,,,,,5202474000.0,700258000.0,,,,,,,97193000.0,,2000000.0,0.0,,,,344482000.0,2568756000.0,,,1976649000.0,30329000.0,,
770460,,5872000.0,,,668026000.0,,,,91542000.0,15000000.0,4878557.0,4878557.0,4879000.0,7209000.0,,,,,,,668026000.0,,573160000.0,,,,,,,,,,,,,15679000.0,16225000.0,,,92756000.0,,,
771266,5606910.0,1484434.0,341512893.0,39456180.0,47549147.0,17112869.0,,,,150000000.0,91059407.0,85443378.0,880075.0,66980000.0,,,,,,,47549147.0,16882509.0,19250552.0,,,,,,1780039.0,,3000.0,0.0,,,,1626930.0,-305648025.0,,,28435431.0,394000.0,,
771497,217500000.0,-25900000.0,,1474600000.0,3782200000.0,378300000.0,,,378300000.0,100000000.0,67078471.0,67078471.0,700000.0,,,66758670.0,,,,,3782200000.0,1017800000.0,2213100000.0,,,,,,136200000.0,,500000.0,0.0,,,,127300000.0,867500000.0,,,1569100000.0,,,
771856,1745000.0,,,13969000.0,25260000.0,7429000.0,,,7429000.0,200000000.0,13390172.0,13390172.0,13000.0,,,13369045.0,,,,,25260000.0,11195000.0,17174000.0,,,,,,5380000.0,,,,,,,5540000.0,-71638000.0,,,8086000.0,181000.0,,
771992,,,,,,,,,,,,,,,,210258667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
771999,1457000.0,,,12450000.0,91919000.0,5183000.0,,,,200000000.0,5836000.0,5836000.0,116000.0,11076000.0,,,,,,,91919000.0,8872000.0,,,,,,,182000.0,,47000.0,43000.0,43000.0,,,4100000.0,-101382000.0,,,76545000.0,0.0,,
772320,745569.0,,115550936.0,410637.0,566982.0,386027.0,,,,200000000.0,40330117.0,40330117.0,4033.0,8498520.0,,,,,,,566982.0,5027296.0,5135186.0,,,,,,145018.0,,,,,,,4253.0,-119430187.0,,,-3875048.0,,,
772406,90814000.0,5028000.0,,803544000.0,1825629000.0,327294000.0,,,327294000.0,,,,,,,58045043.0,,,,,1825629000.0,184855000.0,,,,,,,135719000.0,,,,,,,154312000.0,-88238000.0,,,1400357000.0,32900000.0,,
773141,,,,,3864920000.0,,,,503972000.0,250000000.0,64851126.0,64851126.0,649000.0,4370000.0,,64851126.0,,,,,3864920000.0,,1745008000.0,,,,,,,,25000000.0,0.0,0.0,,,61880000.0,711666000.0,,,2119912000.0,8497000.0,,
773318,711000.0,,18136000.0,202000.0,,189000.0,,,,150000000.0,39738007.0,39738007.0,397000.0,,,39738007.0,305000.0,,,,202000.0,6434000.0,6589000.0,,,,,,,,10000000.0,1000.0,1000.0,,,,-24933000.0,,,-6387000.0,,,
773717,1400631.0,,88061298.0,36646.0,3920170.0,1199.0,,,1199.0,500000000.0,2674530.0,2674530.0,2674.0,16449000.0,,133630343.0,5300000.0,,,,3920170.0,10206600.0,,,,,,,,,50000000.0,,,,,,-104350402.0,,,-16286430.0,,,
773840,5750000000.0,-3377000000.0,,28175000000.0,64586000000.0,14275000000.0,,,14275000000.0,,,696800000.0,958000000.0,766000000.0,,695501159.0,,,,,64586000000.0,19197000000.0,,,,,,,773000000.0,,40000000.0,,,,,5570000000.0,39905000000.0,,,17549000000.0,991000000.0,,
774415,,,,,,,,,34488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1690544.0,,,
774569,,4867000.0,,,821305000.0,36108000.0,,,,20000000.0,4728267.0,4223153.0,23641000.0,28000.0,,,,,,,821305000.0,,740300000.0,,,,,,,,,,,,,11693000.0,41863000.0,,,81005000.0,0.0,,
775057,6000.0,,13794000.0,2126000.0,2286000.0,2107000.0,,,,50000000.0,12141401.0,12141401.0,122000.0,,,12141401.0,,,,,2286000.0,1105000.0,1195000.0,,,,,,112000.0,,5000000.0,0.0,,,,48000.0,-12825000.0,,,1091000.0,,,
775158,532200000.0,-165500000.0,,3749400000.0,6016400000.0,898600000.0,,,898600000.0,300000000.0,75101465.0,,700000.0,,,68384387.0,,,,,6016400000.0,1711500000.0,,,,,,,144100000.0,,2000000.0,0.0,0.0,,,555200000.0,2793500000.0,,,2932600000.0,66400000.0,,
775215,,18153000.0,,,3666567000.0,312451000.0,,,312451000.0,125000000.0,27457306.0,27457306.0,,,,,,,,,3666567000.0,,3302650000.0,,,,,,,,25000000.0,0.0,0.0,,,52904000.0,154614000.0,,,363917000.0,,,
775368,,452402000.0,,,28927010000.0,,,,791442000.0,22000000.0,17459961.0,,17460000.0,12500000.0,,13992658.0,,,,,28927010000.0,,19937481000.0,,,,,,227700000.0,,,,,,,267872000.0,6318334000.0,,,8755720000.0,,,
776867,,-400000.0,592100000.0,,4831400000.0,,,,84600000.0,50000000.0,3102011.0,3102011.0,3100000.0,97400000.0,,,,,,,4831400000.0,,1013500000.0,,,,,,37600000.0,,,,,,,,3311200000.0,,,3906000000.0,0.0,,
776901,,40695000.0,945638000.0,,13204301000.0,,,,1296636000.0,75000000.0,32965692.0,32965692.0,328000.0,280000.0,,,,,,,13204301000.0,,11501616000.0,,,,,,49700000.0,,1000000.0,,0.0,,,116393000.0,716024000.0,,,1702685000.0,474000.0,,
777917,,546128000.0,,,208308100000.0,426979000.0,,,426979000.0,1000000.0,250000.0,250000.0,2500000.0,,,,0.0,,,,208308100000.0,,204260384000.0,,,,,,,,,,,,,,1772398000.0,,,4047716000.0,0.0,,
778164,,-3878000.0,1036638000.0,214046000.0,476818000.0,47667000.0,,,48187000.0,300000000.0,72486962.0,72486962.0,72000.0,85688000.0,,,,,,,476818000.0,86927000.0,180583000.0,,,,,,11046000.0,,10000000.0,,,,,229486000.0,-736598000.0,,,296235000.0,,,
778946,,,,,1222370000.0,203668000.0,,,239396000.0,100000000.0,72484293.0,72484293.0,725000.0,3100000.0,,,,,,,1222370000.0,,853658000.0,,,,,,34325000.0,,,,,,,90049000.0,58149000.0,,,316686000.0,,,
779152,11569000.0,,503205000.0,518484000.0,2286709000.0,147762000.0,,,,250000000.0,103736703.0,,1037000.0,,,76077269.0,12074696820.0,,,,2286709000.0,350973000.0,741530000.0,,,,,,62021000.0,,500000.0,0.0,,,,257883000.0,2332509000.0,,,1545179000.0,11314000.0,,
779544,,,,22886000.0,158750000.0,10813000.0,,,10813000.0,10000000.0,3502000.0,3502000.0,35000.0,,,3502407.0,,,,,158750000.0,24446000.0,122308000.0,,,,,,59876000.0,,,,,,,37337000.0,22226000.0,,,35824000.0,,,
780571,215639000.0,-138526000.0,,930262000.0,2607023000.0,206933000.0,,,206933000.0,75000000.0,40444000.0,40444000.0,1389419000.0,503859000.0,,40455126.0,,,,,2607023000.0,549899000.0,1766750000.0,,,,,,76276000.0,,10000000.0,0.0,0.0,,,207816000.0,-434345000.0,,,816548000.0,135910000.0,,
781902,456130.0,,6419687.0,9187484.0,10524079.0,2766527.0,,,,25000000.0,6429875.0,,64299.0,,,5183895.0,,,,,10524079.0,1583351.0,1583351.0,,,,,,,,10000000.0,0.0,,,,1258705.0,3138152.0,,,8940728.0,,,
783280,,-31568000.0,5723326000.0,,9111394000.0,6309000.0,,,67223000.0,600000000.0,373258000.0,373258000.0,3733000.0,,,,,,,,9111394000.0,,3876946000.0,,,,,,38867000.0,,,,,,,,,,,5162972000.0,,,
783324,356000.0,,,9407000.0,17230000.0,7762000.0,,,7762000.0,,,103171904.0,460501000.0,59401000.0,,103377704.0,,,,,17230000.0,1126000.0,1379000.0,,,,,,34000.0,,,,,,,5643000.0,-444650000.0,,,15851000.0,0.0,,
783325,880700000.0,-6800000.0,,2083000000.0,37028100000.0,24800000.0,,,72600000.0,325000000.0,,315434531.0,3200000.0,2300000.0,,315434531.0,,,,,37028100000.0,4148100000.0,,,,,,,20700000.0,,,,,,,25707400000.0,6329600000.0,,,,11900000.0,,
783412,3683000.0,,1755000.0,280275000.0,303343000.0,9622000.0,,,,5000000.0,1805053.0,,14000.0,,,1380746.0,,,,,303343000.0,25283000.0,,,,,,,210000.0,,5000000.0,0.0,,,,10341000.0,199242000.0,,,201011000.0,,,
784199,9623000.0,6743000.0,,234589000.0,789404000.0,61412000.0,,,61958000.0,75000000.0,40394000.0,,404000.0,7170000.0,,38956550.0,,,,,789404000.0,60468000.0,460691000.0,,,,,,18571000.0,,5000000.0,0.0,,,,33077000.0,20022000.0,,,328713000.0,2574000.0,,
784539,,706000.0,12378000.0,82695000.0,105152000.0,6665000.0,,,9867000.0,8000000.0,,4861590.0,49000.0,,,4861590.0,,,,,105152000.0,31079000.0,45583000.0,,,,,,12393000.0,,10000000.0,,36000.0,,,,46435000.0,,,59569000.0,,,
784977,153000000.0,-11000000.0,,721000000.0,9069000000.0,257000000.0,,,257000000.0,160000000.0,89537331.0,89537331.0,1231000000.0,0.0,,89539034.0,,,,,9069000000.0,815000000.0,6456000000.0,,,,,,44000000.0,,30000000.0,0.0,0.0,,,,1393000000.0,,,,0.0,,
785161,115000000.0,,2326600000.0,948600000.0,6445900000.0,185600000.0,,,310900000.0,200000000.0,113835708.0,,1100000.0,46200000.0,,99265706.0,,,,,6445900000.0,717300000.0,4444300000.0,,,,,,245700000.0,,,,,,,,-242300000.0,,,1588000000.0,200000.0,,
785557,14195000.0,,,48723000.0,191866000.0,370000.0,,,370000.0,40000000.0,12544000.0,12544000.0,13000.0,,,12531906.0,,,,,191866000.0,55402000.0,135931000.0,,,,,,21737000.0,,5000000.0,0.0,,,,2976000.0,-30629000.0,,,55935000.0,0.0,,
785786,488969000.0,7696000.0,624859000.0,1758346000.0,2272058000.0,356724000.0,,,356933000.0,200000000.0,53596000.0,28766000.0,536000.0,,,28818792.0,,,,,2272058000.0,955456000.0,1265099000.0,,,,,,71296000.0,,5000000.0,0.0,0.0,,,381612000.0,1331278000.0,,,1006959000.0,,,
785956,76325000.0,-13308000.0,,508655000.0,1051843000.0,228335000.0,,,,50000000.0,18956000.0,18956000.0,54902000.0,,,18979637.0,,,,,1051843000.0,132691000.0,,,,,,,55989000.0,,10000000.0,0.0,,,,259214000.0,766695000.0,,,808289000.0,,,
786947,31000.0,,,1179000.0,1736000.0,,,,413000.0,100000000.0,21650000.0,21650000.0,216000.0,5527000.0,,,,,,,1736000.0,7522000.0,7627000.0,,,,,,,,,,,,,484000.0,-389204000.0,,,-5891000.0,,,
787250,84500000.0,-12300000.0,,233200000.0,2036000000.0,25400000.0,,,25500000.0,1500.0,1.0,1.0,0.0,,,1.0,0.0,,,,2036000000.0,342100000.0,,,,,,,,,,,,,,1565300000.0,-2740000000.0,,,,1400000.0,,
787253,12377000.0,-3157000.0,28689000.0,83417000.0,125519000.0,28629000.0,,,,20000000.0,,6363865.0,88000.0,,,2529005.0,50488386.0,,,,125519000.0,32688000.0,53031000.0,,,,,,17034000.0,,500000.0,0.0,0.0,,,22409000.0,62071000.0,,,72488000.0,,,
788329,44908000.0,7260000.0,79379000.0,417256000.0,577181000.0,195923000.0,,,195923000.0,,,,,,,,,,,,577181000.0,113288000.0,178569000.0,,,,,,38784000.0,,,,,,,63657000.0,314184000.0,,,398612000.0,,,
788611,128937.0,,38262744.0,4782762.0,5700510.0,3700814.0,,,,24000000.0,5995320.0,5995320.0,5995.0,4170100.0,,,,,,,5700510.0,450709.0,536778.0,,,,,,,,10000000.0,715.0,715.0,,,138626.0,-33105008.0,,,5163732.0,,,
788784,1332000000.0,-504000000.0,,3630000000.0,50050000000.0,543000000.0,,,572000000.0,1000000000.0,534000000.0,504000000.0,5031000000.0,,,,,,,,50050000000.0,5522000000.0,,,,,,,262000000.0,,,,,,,,12318000000.0,,,,147000000.0,,
788816,162249000.0,,,1053091000.0,14240156000.0,405511000.0,,,405511000.0,,,,,0.0,,0.0,,,,,14240156000.0,941830000.0,,,,,,,3283000.0,,,,,,,,,,,,,,
788920,2470000.0,-280000.0,,22710000.0,38372000.0,5523000.0,,,,50000000.0,3860639.0,3860639.0,12621000.0,,,3860639.0,74600000.0,,,,38372000.0,4934000.0,16533000.0,,,,,,2777000.0,,,,,,,,9498000.0,,,21839000.0,,,
788965,,,103399000.0,63333000.0,384130000.0,8041000.0,,,12071000.0,100000000.0,30610000.0,30610000.0,306000.0,1275000.0,,,,,,,384130000.0,71210000.0,194870000.0,,,,,,,,10000000.0,0.0,0.0,,,309358000.0,81555000.0,,,185260000.0,,,
789019,12770000000.0,3367000000.0,,173973000000.0,304137000000.0,14432000000.0,,,14432000000.0,24000000000.0,,7546000000.0,,,,7542215767.0,1700000000000.0,,,,304137000000.0,67486000000.0,173901000000.0,,,,,,10298000000.0,,,,,,,51737000000.0,44973000000.0,,,130236000000.0,,,
789460,1214700000.0,-132600000.0,,2639300000.0,4500300000.0,658800000.0,,,658800000.0,100000000.0,62900000.0,62900000.0,600000.0,48000000.0,,,,,,,4500300000.0,1684000000.0,2587400000.0,,,,,,140800000.0,,100000.0,0.0,,,,342600000.0,1836700000.0,,,1909300000.0,78200000.0,,
789570,142523000.0,-30677000.0,,5950659000.0,36494934000.0,5101637000.0,,,5101637000.0,1000000000.0,494317865.0,494317865.0,4943000.0,,,,,,,,36494934000.0,1856583000.0,,,,,,,8286694000.0,,,,,,,14632091000.0,3091007000.0,,,6504726000.0,35617000.0,,
789933,5522000.0,-11599000.0,,188146000.0,476179000.0,88450000.0,,,88450000.0,,,,,11549000.0,,,,,,,476179000.0,52257000.0,175555000.0,,,,,,10324000.0,,,,,,,,294270000.0,,,300624000.0,10459000.0,,
790051,284500000.0,-97000000.0,,2209300000.0,5866400000.0,897100000.0,,,897100000.0,200000000.0,,52900000.0,78700000.0,7100000.0,,53291296.0,,,,,5866400000.0,646200000.0,,,,,,,68300000.0,,5000000.0,,,,,672100000.0,3928700000.0,,,2537700000.0,24300000.0,,
790179,,,713573.0,4695.0,4695.0,4695.0,,,,100000000.0,3332200.0,3332200.0,3332.0,85958.0,,,,,,,4695.0,236462.0,236462.0,,,,,,,,10000000.0,0.0,0.0,,,,-948672.0,,,-231767.0,,,
790273,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790359,,417000.0,578082000.0,,10932906000.0,672681000.0,,,672681000.0,100000000.0,49651493.0,,497000.0,,,43581317.0,,,,,10932906000.0,,9745288000.0,,,,,,26400000.0,,2500000.0,,,,,74206000.0,749056000.0,,,1187618000.0,1178000.0,,
790526,70071000.0,-24051000.0,307788000.0,270424000.0,1786657000.0,102018000.0,,,102018000.0,200000000.0,53548227.0,51640537.0,5000.0,5315000.0,,,,,,,1786657000.0,398114000.0,1528354000.0,,,,,,483661000.0,,,,,,,399335000.0,-117999000.0,,,165743000.0,5484000.0,,
790652,391909.0,,,20790.0,35152.0,,,,,500000000.0,122876549.0,122876549.0,132630954.0,,,122876549.0,0.0,,,,35152.0,1336279.0,1374607.0,,,,,,14362.0,,2000000.0,,,,,,-134447397.0,,,-1746443.0,,,
790816,,-7561000.0,3138152000.0,,3900106000.0,46344000.0,,,47077000.0,400000000.0,170572964.0,170572964.0,1707000.0,,,,,,,,3900106000.0,,2095458000.0,,,,,,20977000.0,,20000000.0,,0.0,,,,,,,1794143000.0,,,
791908,456000.0,,1267377000.0,88065000.0,125285000.0,,,,86364000.0,277333332.0,11228792.0,11228792.0,84000.0,51613000.0,,,,,,,125285000.0,12302000.0,38861000.0,,,,,,359000.0,,1000000.0,,,,,21000.0,-1181086000.0,,,86424000.0,5938000.0,,
791963,,3448000.0,,,2713903000.0,35424000.0,,,35424000.0,,,,39333000.0,5059000.0,,,,,,,2713903000.0,,2028235000.0,,,,,,153502000.0,,50000000.0,0.0,,,,27762000.0,601406000.0,,,685668000.0,212000.0,,
792935,,,23344885.0,935152.0,3822466.0,90500.0,,,90500.0,10000000000.0,2027085665.0,2207085665.0,20270857.0,,,1841090247.0,,,,,3822466.0,13864800.0,18448565.0,,,,,,,,10000000.0,4000000.0,4000000.0,,,2882220.0,-42459781.0,,,-15726099.0,,,
792966,,5697000.0,,,1909544000.0,,,,,20000000.0,12230000.0,12230000.0,81804000.0,,,,,,,,1909544000.0,,1660384000.0,,,,,,,,,,,,,27063000.0,173591000.0,,,249160000.0,,,
792987,52700000.0,-33500000.0,127800000.0,565800000.0,848200000.0,158600000.0,,,158600000.0,40000000.0,22611976.0,22611976.0,4500000.0,14100000.0,,,,,,,848200000.0,170300000.0,205200000.0,,,,,,6600000.0,,4000000.0,0.0,,,,172800000.0,545200000.0,,,642500000.0,9700000.0,,
793074,83263000.0,-22833000.0,,456916000.0,2156676000.0,29334000.0,,,29334000.0,200000000.0,80533536.0,67931726.0,805000.0,,,68009648.0,,,,,2156676000.0,274014000.0,961636000.0,,,,,,9951000.0,,,,,,,1543258000.0,1438916000.0,,,1195040000.0,2363000.0,,
793306,3274000.0,,,5561000.0,69300000.0,1111000.0,,,1111000.0,20000000.0,12693514.0,12693514.0,127000.0,12381000.0,,12693514.0,,,,,69300000.0,77841000.0,80086000.0,,,,,,498000.0,,,,,,,62497000.0,-49370000.0,,,-10786000.0,,,
793524,33410.0,,,5427509.0,6199290.0,4772705.0,,,,100000000.0,31575786.0,31575786.0,3158.0,16444000.0,,,,,,,6199290.0,226066.0,872285.0,,,,,,616442.0,,,,,,,121772.0,-117840776.0,,,5327005.0,,,
793628,,,,,,,,,,,,,,,,33988082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
793733,278677000.0,,,982802000.0,6887622000.0,215723000.0,,,215723000.0,120000000.0,82094985.0,,,,,,,,,,6887622000.0,941722000.0,,,,,,,282362000.0,,5000000.0,0.0,0.0,,,5362048000.0,2052006000.0,,,2139545000.0,14980000.0,,
793952,290904000.0,-483417000.0,1507706000.0,5845433000.0,12010601000.0,3257203000.0,,,3409168000.0,800000000.0,168503526.0,152930740.0,1685000.0,38072000.0,,153313450.0,,,,,12010601000.0,3981954000.0,,,,,,,45203000.0,,2000000.0,0.0,0.0,,,743784000.0,1284823000.0,,,1722785000.0,50597000.0,,
794170,,-6486000.0,,,10863993000.0,949696000.0,,,979879000.0,,152937000.0,,1529000.0,,,124838000.0,,,,,10863993000.0,,6029501000.0,,,,,,101495000.0,,,0.0,,,,277696000.0,5245935000.0,,,4786835000.0,6700000.0,,
794172,15348000.0,1399000.0,,177616000.0,423930000.0,63193000.0,,,,71000000.0,43124190.0,,,,,43145015.0,,,,,423930000.0,53831000.0,,,,,,,6213000.0,,1000000.0,0.0,,,,35988000.0,136073000.0,,,278867000.0,,,
794323,,-234000000.0,,2638000000.0,28576000000.0,190000000.0,,,205000000.0,,,,,1170000000.0,,0.0,,,,,28576000000.0,2424000000.0,,,,,,,1091000000.0,,,,,,,10518000000.0,,,,12905000000.0,923000000.0,,
794367,1978000000.0,-788000000.0,,6184000000.0,17706000000.0,1679000000.0,,,1754000000.0,1000000000.0,333606000.0,310500000.0,3000000.0,104000000.0,,310477909.0,,,,,17706000000.0,5357000000.0,,,,,,,2866000000.0,,125000000.0,0.0,,,,5940000000.0,3928000000.0,,,2553000000.0,113000000.0,,
794619,88765000.0,,,404054000.0,1656868000.0,91792000.0,,,91792000.0,40000000.0,17001147.0,17001147.0,365363000.0,,,16993260.0,,,,,1656868000.0,210883000.0,,,,,,,121600000.0,,2000000.0,0.0,,,,200885000.0,448217000.0,,,775993000.0,,,
795212,8894000.0,-2007000.0,,30790000.0,45292000.0,1809000.0,,,6556000.0,200000000.0,3336576.0,,33000.0,95022000.0,,1905198.0,,,,,45292000.0,20028000.0,43803000.0,,,,,,2742000.0,,5000000.0,0.0,,,,2268000.0,-112863000.0,,,1489000.0,413000.0,,
795266,,-22276000.0,,,5356442000.0,682529000.0,,,682529000.0,290000000.0,99868625.0,,99869000.0,18000000.0,,91637771.0,,,,,5356442000.0,,,,,,,,36270000.0,,10000000.0,0.0,,,,65547000.0,1868896000.0,,,2665769000.0,0.0,,
795403,110100000.0,-100000000.0,,709500000.0,1738200000.0,218900000.0,,,218900000.0,,,,,42100000.0,,,,,,,1738200000.0,312800000.0,,,,,,,52600000.0,,5000000.0,0.0,0.0,,,212300000.0,560100000.0,,,1069800000.0,11700000.0,,
795800,,,,,,,,,,,,,,,,109899307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
796343,306000000.0,-158000000.0,7357000000.0,8146000000.0,24284000000.0,4478000000.0,,,4478000000.0,900000000.0,601000000.0,479000000.0,0.0,276000000.0,,478700000.0,,,,,24284000000.0,5512000000.0,11020000000.0,,,,,,487000000.0,,2000000.0,0.0,,,,1517000000.0,19611000000.0,,,13264000000.0,201000000.0,,
796505,1866249.0,,57696847.0,52211429.0,96187684.0,19151076.0,,,,50000000.0,13727906.0,13727906.0,137279.0,,,13727906.0,,,,,96187684.0,7768856.0,10076246.0,,,,,,2930911.0,,500000.0,0.0,0.0,,,5002750.0,28277312.0,,,86111000.0,0.0,,
796534,,3020000.0,,,1519673000.0,,,,,10000000.0,6432020.0,6432020.0,8040000.0,0.0,,,,,,,1519673000.0,,1319066000.0,,,,,,1998000.0,,5000000.0,0.0,0.0,,,10035000.0,189547000.0,,,200607000.0,,,
797465,3000.0,,,12555000.0,27026000.0,,,,11630000.0,35000000.0,2873031.0,2873031.0,684000.0,8275000.0,,,,,,,27026000.0,63000.0,306000.0,,,,,,0.0,,,,0.0,,,7000.0,-3702000.0,,,26720000.0,157000.0,,
797468,2987000000.0,-288000000.0,16552000000.0,8819000000.0,80064000000.0,2008000000.0,,,2194000000.0,1500000000.0,1080564947.0,1080565000.0,216000000.0,5695000000.0,,931554718.0,,,,,80064000000.0,8223000000.0,,,,,,,1062000000.0,,,100000.0,100000.0,,,65889000000.0,2996000000.0,,,18573000000.0,2045000000.0,,
797542,,,,225000.0,225000.0,148000.0,,,,490000000.0,34753669.0,34753669.0,3000.0,7072000.0,,,,,,,225000.0,2303000.0,,,,,,,,,,,,,,,-15154000.0,,,-2078000.0,,,
797564,,,5417236.0,660.0,660.0,660.0,,,,200000000.0,5248582.0,5248582.0,5248.0,1078429.0,,,,,,,660.0,153083.0,153083.0,,,,,,,,10000000.0,0.0,0.0,,,,-5574907.0,,,-152423.0,,,
797721,122342000.0,6614000.0,,967603000.0,5248706000.0,317344000.0,,,317344000.0,,,,7000.0,,,68505328.0,,,,,5248706000.0,641642000.0,2901380000.0,,,,,,331066000.0,,,,,,,2973733000.0,241707000.0,,,2318681000.0,,,
798081,7397000.0,-1612000.0,76781000.0,123341000.0,139550000.0,52596000.0,,,,20000000.0,8498457.0,7984518.0,85000.0,2439000.0,,8019980.0,,,,,139550000.0,16185000.0,17799000.0,,,,,,2347000.0,,1500000.0,0.0,0.0,,,9819000.0,51520000.0,,,121751000.0,,,
798287,46102000.0,0.0,84148000.0,123521000.0,578592000.0,337000.0,,,,40000000.0,23391438.0,11455790.0,117000.0,,,,,,,,578592000.0,130479000.0,428611000.0,,,,,,,,10000000.0,0.0,,,,450825000.0,224834000.0,,,149981000.0,,,
798354,437000000.0,-387000000.0,,16219000000.0,74619000000.0,906000000.0,,,2569000000.0,1800000000.0,789000000.0,,8000000.0,888000000.0,,,,,,,74619000000.0,15637000000.0,41290000000.0,,,,,,504000000.0,,25000000.0,0.0,,,,1628000000.0,13441000000.0,,,32330000000.0,171000000.0,,
798359,,-15905000.0,,,1464183000.0,392000.0,,,7310000.0,,13027000.0,13027000.0,968263000.0,,,,,,,,1464183000.0,,774800000.0,,,,,,,,,3881000.0,3881000.0,,,2674000.0,-427681000.0,,,618207000.0,,,
798528,1463669.0,,,6910856.0,11759464.0,6163205.0,,,6163205.0,75000000.0,12591084.0,12591084.0,1259.0,68859984.0,,,,,,,11759464.0,53883993.0,69670738.0,,,,,,447702.0,,24984166.0,,0.0,,,614757.0,-265134463.0,,,-27627847.0,,,
798783,,-3815000.0,,,494009000.0,5742000.0,,,,95000000.0,13771287.0,13771287.0,138000.0,,,13771298.0,,,,,494009000.0,,335004000.0,,,,,,8914000.0,,5000000.0,0.0,0.0,,,,680727000.0,,,159005000.0,,,
798941,,12263000.0,0.0,,49957680000.0,4270000000.0,,,362000000.0,,,,,,,,,,,,49957680000.0,,45728412000.0,,,,,,68048000.0,,10000000.0,345000.0,345000.0,,,1251283000.0,3867252000.0,,,4229000000.0,31375000.0,,
798949,40829000.0,,197242000.0,82922000.0,649703000.0,12145000.0,,,12714000.0,25000000.0,12000000.0,12000000.0,120000.0,200985000.0,,,,,,,649703000.0,80347000.0,,,,,,,5592000.0,,1000000.0,0.0,,,,546800000.0,-18140000.0,,,179222000.0,,,
799165,1603000.0,-1200000.0,,58590000.0,103377000.0,40955000.0,,,45955000.0,35000000.0,23526517.0,23478072.0,235000.0,30396000.0,,,,,,,103377000.0,7441000.0,,,,,,,5494000.0,,4000000.0,,0.0,,,38900000.0,-62927000.0,,,90974000.0,0.0,,
799167,25702000.0,,,175658000.0,831636000.0,66127000.0,,,,192000000.0,82705005.0,82705005.0,827000.0,,,,,,,,831636000.0,89794000.0,211303000.0,,,,,,,,2000000.0,0.0,0.0,,,654173000.0,534436000.0,,,620333000.0,4100000.0,,
799233,,,,193012000.0,951176000.0,113852000.0,,,131140000.0,395000000.0,90689000.0,80653000.0,907000.0,0.0,,,,,,,951176000.0,71042000.0,,,,,,,,,5000000.0,0.0,,,,539280000.0,890970000.0,,,724334000.0,4937000.0,,
799288,134007000.0,-11221000.0,,495830000.0,1045508000.0,33933000.0,,,35794000.0,480000000.0,32614000.0,32614000.0,326000.0,3896000.0,,32607757.0,,,,,1045508000.0,314922000.0,675805000.0,,,,,,35475000.0,,,,,,,145288000.0,11226000.0,,,369703000.0,1012000.0,,
