cik,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockValue_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,RetainedEarningsAccumulatedDeficit_USD,StockholdersEquity_USD
40888,1660200000.0,2899900000.0,1149500000.0,150000000.0,76800000.0,7700000.0,2899900000.0,1455700000.0,2666400000.0,-65200000.0,220400000.0
1052054,13907000.0,19076000.0,241000.0,40000000.0,12374798.0,12000.0,19076000.0,8454000.0,9386000.0,-78500000.0,9690000.0
1743759,690971000.0,1314115000.0,,300000000.0,91935000.0,9000.0,1314115000.0,505381000.0,876725000.0,-2813000.0,437390000.0
890926,,7948021000.0,87915000.0,485000000.0,210130000.0,210000.0,7948021000.0,,3663668000.0,2684636000.0,4284353000.0
90498,,22359752000.0,,175000000.0,108077662.0,1081000.0,22359752000.0,,19383096000.0,901006000.0,2976656000.0
712537,,9068104000.0,356581000.0,200000000.0,113914902.0,113915000.0,9068104000.0,,7999487000.0,596614000.0,1068617000.0
864240,39436000.0,60708000.0,,30000000.0,21302194.0,213000.0,60708000.0,21247000.0,45933000.0,-115765000.0,14775000.0
920371,753139000.0,1232569000.0,274639000.0,160000000.0,43326000.0,433000.0,1232569000.0,194061000.0,251626000.0,720441000.0,980943000.0
1587987,,,,,,,,,,,339353000.0
915358,125864505.0,169934482.0,,12000000.0,4257508.0,42365.0,169934482.0,67481312.0,111050282.0,35189481.0,58884200.0
1085277,50114.0,200244.0,35896.0,200000000.0,4539843.0,4540.0,200244.0,2718985.0,4655023.0,-34700408.0,-4454779.0
1557142,137301000.0,162710000.0,74423000.0,400000000.0,171530045.0,171000.0,162710000.0,29471000.0,46687000.0,-444104000.0,116023000.0
1613170,,,,,,,,,,,
1802768,2696898000.0,16020286000.0,1008680000.0,,,,16020286000.0,307887000.0,6124471000.0,1920635000.0,
1822711,3604000.0,3604000.0,3410000.0,10000000.0,9656049.0,0.0,3604000.0,16610000.0,16610000.0,-13006000.0,-13006000.0
1739104,3417000000.0,17693000000.0,495000000.0,5000000000.0,471921116.0,0.0,17693000000.0,2077000000.0,9217000000.0,-477000000.0,8476000000.0
794172,177616000.0,423930000.0,63193000.0,71000000.0,43124190.0,,423930000.0,53831000.0,,136073000.0,278867000.0
1830210,140449000.0,231785000.0,9743000.0,128467000.0,108697000.0,11000.0,231785000.0,35536000.0,99103000.0,-154322000.0,132682000.0
1675033,,,52582000.0,,79797.0,,,,,,
737875,,1179047000.0,24180000.0,20000000.0,6115281.0,12231000.0,1179047000.0,,1034805000.0,85307000.0,144242000.0
1831283,276746000.0,279286000.0,254350000.0,2859742435.0,20477338.0,0.0,279286000.0,6226000.0,27567000.0,-163935000.0,-132843000.0
1723935,238200000.0,499755000.0,116584000.0,,,,499755000.0,336506000.0,685522000.0,-563238000.0,-185666000.0
894671,,1186932000.0,138303000.0,10000000.0,5447185.0,5447000.0,1186932000.0,,1050608000.0,92988000.0,136324000.0
1796129,63110000.0,63192000.0,61792000.0,120000000.0,13984441.0,1000.0,63192000.0,37813000.0,37813000.0,-16665000.0,25379000.0
352541,887000000.0,17710000000.0,54000000.0,480000000.0,,2000000.0,17710000000.0,1297000000.0,,2994000000.0,5688000000.0
1696088,8705866.0,200875923.0,3076840.0,,,,200875923.0,4253478.0,4877567.0,,
1468910,,141284920.0,0.0,,,,141284920.0,,2272143.0,,
1307579,25654926.0,42210137.0,11748829.0,100000000.0,21655461.0,21655.0,42210137.0,9814934.0,17391822.0,-42054968.0,24818315.0
1000229,165848000.0,568579000.0,13806000.0,200000000.0,44796252.0,1148000.0,568579000.0,89750000.0,,50456000.0,71513000.0
1479094,,4692646000.0,15666000.0,300000000.0,158209823.0,1582000.0,4692646000.0,,1921594000.0,-742071000.0,2716207000.0
71557,15084798.0,168576819.0,,90000000.0,5200689.0,8667816.0,168576819.0,12029670.0,,80748301.0,87620706.0
1158463,3345000000.0,13406000000.0,1918000000.0,900000000.0,474000000.0,5000000.0,13406000000.0,2674000000.0,,2968000000.0,3951000000.0
818686,13005000000.0,50640000000.0,2177000000.0,2495000000.0,1202000000.0,57000000.0,50640000000.0,13164000000.0,39579000000.0,-10946000000.0,10026000000.0
1142417,1209982000.0,13404276000.0,152701000.0,,,,13404276000.0,730888000.0,10867400000.0,1488031000.0,2518392000.0
1401521,,2848941000.0,239420000.0,50000000.0,43250731.0,4000.0,2848941000.0,,2431342000.0,-6635000.0,395753000.0
1472787,,12796000000.0,1275000000.0,300000000.0,,0.0,12796000000.0,,7874000000.0,2655000000.0,4910000000.0
1682220,,226670184.0,19408028.0,100000000.0,22124801.0,22125.0,226670184.0,,145750644.0,-2890969.0,80919540.0
81018,1089000000.0,20365000000.0,28000000.0,100.0,,0.0,20365000000.0,1428000000.0,,1846000000.0,7592000000.0
719739,,115511000000.0,17675000000.0,150000000.0,51888463.0,0.0,115511000000.0,,107078000000.0,5672000000.0,8220000000.0
22356,,32922974000.0,,140000000.0,117870372.0,589352000.0,32922974000.0,,29523002000.0,73000000.0,3397047000.0
814549,361898000.0,1569853000.0,105035000.0,220000000.0,30515334.0,3052000.0,1569853000.0,191390000.0,909749000.0,700304000.0,612979000.0
1453015,,,,,,,,,,,
783325,2083000000.0,37028100000.0,24800000.0,325000000.0,,3200000.0,37028100000.0,4148100000.0,,6329600000.0,
1084991,72718000.0,306801000.0,28925000.0,30000000.0,13296000.0,133000.0,306801000.0,10861000.0,55257000.0,139286000.0,251544000.0
1830392,5000.0,562602.0,,,,,562602.0,545115.0,594917.0,-57315.0,-32315.0
1619544,,825519000.0,417887000.0,,203510681.0,,825519000.0,,178267000.0,-279349000.0,638862000.0
55234,1890.0,1890.0,990.0,1000000000.0,49504185.0,68184.0,1890.0,0.0,0.0,-39262412.0,1890.0
1074871,644738.0,1291526.0,596542.0,50000000.0,18832648.0,18832.0,1291526.0,820859.0,1292279.0,-14174465.0,-753.0
879407,323716000.0,499251000.0,139921000.0,145000000.0,103194000.0,195000.0,499251000.0,25094000.0,,-524576000.0,
833640,601232000.0,903339000.0,258874000.0,140000000.0,,28000.0,903339000.0,62526000.0,92928000.0,621626000.0,810411000.0
1820190,30511.0,199484.0,30511.0,200000000.0,3450000.0,345.0,199484.0,180760.0,180760.0,-6276.0,18724.0
797564,660.0,660.0,660.0,200000000.0,5248582.0,5248.0,660.0,153083.0,153083.0,-5574907.0,-152423.0
1009001,,,,,,,,,,,
1131554,121367000.0,482255000.0,33671000.0,100000000.0,51177000.0,5000.0,482255000.0,125120000.0,188832000.0,-345771000.0,43282000.0
1618756,2264000000.0,22777000000.0,,,304718749.0,2399000000.0,22777000000.0,1601000000.0,19056000000.0,622000000.0,2167000000.0
1031029,198440000.0,604653000.0,44507000.0,60000000.0,40453462.0,405000.0,604653000.0,154191000.0,357771000.0,-85543000.0,196276000.0
1560327,473435000.0,913122000.0,173617000.0,100000000.0,52712084.0,522000.0,913122000.0,353734000.0,841586000.0,-617279000.0,71536000.0
1561894,,3459067000.0,286250000.0,450000000.0,76457415.0,765000.0,3459067000.0,,2248918000.0,-204112000.0,
1413447,4324000000.0,19847000000.0,2275000000.0,430503000.0,289519638.0,59000000.0,19847000000.0,2017000000.0,10696000000.0,-4328000000.0,8944000000.0
1662579,381009000.0,400138000.0,181727000.0,150000000.0,43059632.0,4000.0,400138000.0,43852000.0,119347000.0,-183823000.0,280791000.0
26172,11897000000.0,22624000000.0,3401000000.0,500000000.0,222400000.0,,22624000000.0,6335000000.0,13635000000.0,15419000000.0,8062000000.0
1113866,,,,,,,,,,,
1491419,39401000.0,91245000.0,17353000.0,500000000.0,75265970.0,75000.0,91245000.0,47551000.0,75819000.0,-154573000.0,15426000.0
93410,26078000000.0,239790000000.0,5596000000.0,6000000000.0,2442676580.0,1832000000.0,239790000000.0,22183000000.0,107064000000.0,160377000000.0,131688000000.0
1495320,259683000.0,513787000.0,64175000.0,200000000.0,41808000.0,0.0,513787000.0,77426000.0,169071000.0,316526000.0,314907000.0
1040829,,3556495000.0,56697000.0,400000000.0,54982000.0,550000.0,3556495000.0,,3235709000.0,-911092000.0,205301000.0
926844,,0.0,0.0,100000000.0,37239536.0,37240.0,0.0,5500.0,5500.0,-11747649.0,-5500.0
1065201,,38323118.0,5732110.0,2000000.0,995253.0,995253.0,38323118.0,,32424061.0,7250194.0,5899057.0
1576169,229385000.0,362372000.0,90706000.0,50000000.0,32327439.0,32000.0,362372000.0,61292000.0,331774000.0,-476058000.0,-48595000.0
1704795,303926.0,435760.0,138770.0,6000000000.0,1010278196.0,101027.0,435760.0,16063957.0,17288361.0,-31054223.0,-16852601.0
1832505,1181291.0,144932412.0,1133191.0,,,6.0,144932412.0,30379.0,3442879.0,-2261953.0,-2261588.0
915912,,19199144000.0,216976000.0,280000000.0,139526671.0,1395000.0,19199144000.0,,8444293000.0,126022000.0,10751583000.0
1173514,1129700000.0,1859500000.0,151400000.0,,,,1859500000.0,755900000.0,1208400000.0,443200000.0,616900000.0
1720635,764400000.0,4366100000.0,122500000.0,400000000.0,168200000.0,,4366100000.0,450000000.0,1956300000.0,20700000.0,
1591587,123320000.0,1223588000.0,70619000.0,675000000.0,72459255.0,72000.0,1223588000.0,45893000.0,318515000.0,54571000.0,905073000.0
1133869,33677083.0,34618796.0,32665874.0,50000000.0,20577123.0,20577.0,34618796.0,2971282.0,6419012.0,-88037759.0,28199784.0
870826,173729000.0,226637000.0,15485000.0,29600000.0,13019061.0,130000.0,226637000.0,140066000.0,199587000.0,-447455000.0,27050000.0
27093,14579963.0,31499639.0,13992772.0,200000000.0,5869751.0,5870.0,31499639.0,572190.0,766907.0,-41090318.0,30732732.0
1675634,13650000.0,22616000.0,9080000.0,750000000.0,20920146.0,2000.0,22616000.0,12008000.0,18460000.0,-126398000.0,4156000.0
924901,,5147786000.0,38096000.0,190000000.0,,907000.0,5147786000.0,,3042109000.0,-1130277000.0,1398817000.0
944695,,13443700000.0,120600000.0,300000000.0,60500000.0,600000.0,13443700000.0,,10241500000.0,2668000000.0,3202200000.0
866729,1111100000.0,2106900000.0,356600000.0,70000000.0,42900000.0,400000.0,2106900000.0,606600000.0,,933100000.0,1186400000.0
1760439,161398000.0,856635000.0,78055000.0,,,,856635000.0,99091000.0,482160000.0,-293607000.0,373641000.0
1670592,476497000.0,737067000.0,,600000000.0,87128000.0,871000.0,737067000.0,287759000.0,448649000.0,-33744000.0,288418000.0
1397016,16280000.0,19850000.0,4627000.0,2000000000.0,8795869.0,9000.0,19850000.0,3777000.0,5145000.0,-11022000.0,14705000.0
1799332,163496000.0,173246000.0,152654000.0,100000000.0,36635362.0,365000.0,173246000.0,17312000.0,17682000.0,-45766000.0,155564000.0
1477449,1059607000.0,17755281000.0,733324000.0,300000000.0,150281099.0,150000.0,17755281000.0,332649000.0,,-992661000.0,15883804000.0
25895,46941000.0,65806000.0,3658000.0,40000000.0,12759753.0,128000.0,65806000.0,17192000.0,,2753000.0,42441000.0
1169770,,7877334000.0,220819000.0,,,,7877334000.0,,6980127000.0,110179000.0,897207000.0
6207,,95892000.0,15406000.0,20000000.0,7323370.0,730000.0,95892000.0,,12485000.0,43802000.0,83407000.0
1757064,,,,,,,,,,,
1551306,190222000.0,253927000.0,70305000.0,1000000000.0,87054329.0,9000.0,253927000.0,77786000.0,86980000.0,-68193000.0,166947000.0
857949,241762807.0,300572794.0,9826386.0,115197165.0,6350129.0,6350.0,300572794.0,83360912.0,83360912.0,41373386.0,217211881.0
1826669,4460.0,101960.0,4460.0,,,863.0,101960.0,78410.0,78410.0,-1450.0,23550.0
1841585,,,0.0,,,,,,,,0.0
1842022,483000000.0,8342000000.0,42000000.0,,,,8342000000.0,3288000000.0,4114000000.0,751000000.0,
1475430,33953.0,33954.0,3716.0,400000000.0,141484681.0,14139.0,33954.0,,1339677.0,-14888149.0,-1305723.0
1707178,,1766000000.0,143000000.0,1000000000.0,58000000.0,,1766000000.0,,909000000.0,-109000000.0,
1653477,628700000.0,2334500000.0,257700000.0,300000000.0,42912846.0,400000.0,2334500000.0,223400000.0,1692400000.0,678000000.0,642100000.0
96885,10004214.0,13065435.0,2941731.0,7000000.0,3255887.0,325586.0,13065435.0,7239846.0,7540769.0,-7036738.0,5524666.0
1398987,944000000.0,6934000000.0,520000000.0,400000000.0,,1000000.0,6934000000.0,1025000000.0,5167000000.0,-3055000000.0,1763000000.0
1101302,1234257000.0,2917696000.0,580893000.0,400000000.0,135148774.0,1351000.0,2917696000.0,302626000.0,,577833000.0,
1580490,11556528.0,13160227.0,4521328.0,100000000.0,35030339.0,3503.0,13160227.0,3864246.0,3864246.0,5517785.0,8815113.0
1037868,2522470000.0,10357483000.0,1212822000.0,800000000.0,266746248.0,2676000.0,10357483000.0,1075915000.0,4408137000.0,7094656000.0,5949346000.0
1827821,2326255.0,416346780.0,1674650.0,,,,416346780.0,416521.0,55438801.0,-53093056.0,-7499000.0
1114925,37491000.0,68421000.0,7621000.0,,,3000.0,68421000.0,18069000.0,22308000.0,-201880000.0,46113000.0
1623925,93931000.0,5610912000.0,640000.0,2000000000.0,476639000.0,4766000.0,5610912000.0,94005000.0,3192626000.0,-464092000.0,2418286000.0
1534969,13733000.0,14796000.0,13533000.0,,,0.0,14796000.0,11242000.0,12330000.0,-131459000.0,-125570000.0
1002590,266435000.0,913414000.0,18847000.0,,,,913414000.0,409867000.0,,,
1891101,57088000.0,72542000.0,35232000.0,,,,72542000.0,33540000.0,46437000.0,,-102878000.0
40533,21543000000.0,51308000000.0,2824000000.0,500000000.0,481880634.0,482000000.0,51308000000.0,15964000000.0,,33498000000.0,15661000000.0
1610466,394000000.0,2347000000.0,,,,,2347000000.0,82000000.0,2805000000.0,,
1821018,1387570.0,260182392.0,1076872.0,,,569.0,260182392.0,,53257176.0,-20943194.0,5000008.0
1499780,,,,,,,,,,,
1412095,25650000.0,90130000.0,3028000.0,500000000.0,101158228.0,405000.0,90130000.0,7447000.0,19503000.0,-65120000.0,70627000.0
790652,20790.0,35152.0,,500000000.0,122876549.0,132630954.0,35152.0,1336279.0,1374607.0,-134447397.0,-1746443.0
24741,8004000000.0,30775000000.0,,3800000000.0,1700000000.0,863000000.0,30775000000.0,3767000000.0,17327000000.0,16120000000.0,13257000000.0
1301236,,473033811.0,25297771.0,69000000.0,15023850.0,150238.0,473033811.0,,428832506.0,-127300230.0,49550068.0
1839610,,,,,,,,,,,25000.0
1029744,13957000.0,19630000.0,5845000.0,10000000.0,8012279.0,80000.0,19630000.0,14938000.0,19697000.0,-208887000.0,-67000.0
1289419,730000000.0,2696000000.0,422500000.0,200000000.0,,0.0,2696000000.0,626500000.0,1424600000.0,1389400000.0,
1287808,182903000.0,271999000.0,34229000.0,100000000.0,62920000.0,6000.0,271999000.0,79575000.0,162711000.0,-79542000.0,107736000.0
1550603,,1220924000.0,109222000.0,50000000.0,7804469.0,76000.0,1220924000.0,,1077658000.0,62661000.0,143266000.0
1759546,654445000.0,767219000.0,629761000.0,300000000.0,168007960.0,17000.0,767219000.0,34074000.0,136481000.0,-134441000.0,630738000.0
1295401,,6276841000.0,345515000.0,75000000.0,57550629.0,,6276841000.0,,5695677000.0,128453000.0,581164000.0
357294,,1850699000.0,,,,,1850699000.0,,2267034000.0,-1156086000.0,-417248000.0
1754581,,9200836000.0,133447000.0,,,,9200836000.0,,8129346000.0,173119000.0,1071490000.0
1359931,169435000.0,203157000.0,168598000.0,100000000.0,11211840.0,11000.0,203157000.0,2915000.0,3914000.0,-46760000.0,199243000.0
1514946,713104.0,11314395.0,457181.0,300000000.0,125327579.0,12533.0,11314395.0,1496267.0,9748574.0,-41849922.0,1565821.0
946454,17809000.0,55499000.0,4435000.0,25000000.0,17596000.0,176000.0,55499000.0,16137000.0,28433000.0,5654000.0,27066000.0
914208,,36504100000.0,1408400000.0,1050000000.0,566100000.0,113200000.0,36504100000.0,,21483400000.0,6085000000.0,14361800000.0
783280,,9111394000.0,6309000.0,600000000.0,373258000.0,3733000.0,9111394000.0,,3876946000.0,,5162972000.0
892482,20738000.0,31426000.0,11878000.0,29750000.0,13780823.0,138000.0,31426000.0,23656000.0,28541000.0,-74328000.0,
108385,,1034028898.0,9690662.0,95000000.0,6765778.0,0.0,1034028898.0,,675166709.0,118056820.0,358862189.0
880641,,1130152000.0,,10000000.0,3405035.0,8460000.0,1130152000.0,,1025078000.0,82524000.0,105074000.0
1325878,,52591712000.0,,,,,52591712000.0,,49923945000.0,1051455000.0,2667767000.0
844887,88711.0,5564888.0,,50000000.0,39052472.0,39052.0,5564888.0,14248783.0,14248783.0,-41773364.0,-8683895.0
1515673,1295304000.0,1759555000.0,713526000.0,250000000.0,66818520.0,67000.0,1759555000.0,189609000.0,605180000.0,-1619576000.0,1154375000.0
1641751,223729.0,597016.0,72764.0,25000000000.0,3534022455.0,3534022.0,597016.0,4281072.0,4766420.0,-6956293.0,-15369404.0
1379041,,3922600000.0,160400000.0,150000000.0,57413806.0,600000.0,3922600000.0,,2709800000.0,1247900000.0,1212800000.0
1817760,2023000.0,2949000.0,764000.0,300000000.0,13627887.0,1000.0,2949000.0,1078000.0,1098000.0,-57946000.0,1851000.0
763563,,2279451000.0,108538000.0,10000000.0,5310076.0,53000.0,2279451000.0,,2079752000.0,168006000.0,199699000.0
1355096,4565000000.0,16999000000.0,806000000.0,,,,16999000000.0,4704000000.0,13266000000.0,3522000000.0,3598000000.0
1039466,,7809.0,7809.0,2000000000.0,11846143.0,,7809.0,2194747.0,2309747.0,-57793972.0,-2301938.0
1671927,,,,,,,,,,,
12927,121642000000.0,152136000000.0,7752000000.0,1200000000.0,1012261159.0,5061000000.0,152136000000.0,87280000000.0,170211000000.0,38610000000.0,-18316000000.0
1418076,,,,,,,,,,,
1522860,151388000.0,192535000.0,25234000.0,260000000.0,27991425.0,28000.0,192535000.0,21907000.0,65952000.0,-361015000.0,
896262,361984000.0,1567198000.0,81808000.0,60000000.0,37470212.0,,1567198000.0,456337000.0,756457000.0,429991000.0,809224000.0
1823144,53488000.0,81357000.0,13422000.0,,,,81357000.0,41615000.0,273911000.0,-198708000.0,-192553000.0
1446847,495839000.0,559238000.0,362564000.0,500000000.0,160616675.0,161000.0,559238000.0,32173000.0,,-1466056000.0,62640000.0
1587732,539869000.0,6028712000.0,7993000.0,250000000.0,53166733.0,532000.0,6028712000.0,797079000.0,,483635000.0,2233311000.0
1834584,2840714000.0,5067332000.0,1251455000.0,,,0.0,5067332000.0,3732710000.0,5670583000.0,-4107927000.0,-4068862000.0
1377757,,,,,,,,,,,
1830081,25000.0,205805.0,25000.0,,,,205805.0,182099.0,182099.0,-1294.0,-340935.0
1770121,384467000.0,730296000.0,124806000.0,707000000.0,16170000.0,2000.0,730296000.0,31451000.0,298583000.0,-429432000.0,-421184000.0
1024672,18820000.0,35157000.0,4735000.0,10000000.0,5840357.0,5296000.0,35157000.0,9701000.0,,-17112000.0,15267000.0
1578742,579758000.0,1198972000.0,120985000.0,,,,1198972000.0,423480000.0,759033000.0,,
1698991,151984000.0,560241000.0,134451000.0,250000000.0,93379508.0,9000.0,560241000.0,52390000.0,,-51780000.0,127871000.0
1455684,548159000.0,956257000.0,129857000.0,100000000.0,36771000.0,368000.0,956257000.0,406108000.0,755222000.0,-109716000.0,201035000.0
1527508,1873000000.0,6843000000.0,458000000.0,2000000000.0,177157710.0,0.0,6843000000.0,739000000.0,5769000000.0,806000000.0,1071000000.0
1396536,5803060.0,6405799.0,,500000000.0,3535339.0,3536.0,6405799.0,3636002.0,4521991.0,-39488150.0,1883808.0
1710350,8719429.0,39893549.0,405133.0,50000000.0,48043788.0,480438.0,39893549.0,1893974.0,1893974.0,-15700489.0,37999575.0
727892,,134424000000.0,3285000000.0,100000.0,100000.0,3000000.0,134424000000.0,,131111000000.0,-76000000.0,3313000000.0
1062128,11000.0,11000.0,1000.0,51000000.0,5153461.0,52000.0,11000.0,356000.0,356000.0,-2318000.0,-65000.0
1489393,11634000000.0,35403000000.0,1763000000.0,1275000000.0,,19000000.0,35403000000.0,5502000000.0,,4440000000.0,7971000000.0
47217,20438000000.0,34737000000.0,4160000000.0,9600000000.0,1253000000.0,,34737000000.0,27880000000.0,,-2759000000.0,-3235000000.0
723646,,1535038000.0,57146000.0,15000000.0,4710872.0,4711000.0,1535038000.0,,1389862000.0,102520000.0,145176000.0
1788348,,,,,,,,,,,
106532,134331000.0,256719000.0,32476000.0,24000000.0,9797204.0,9797000.0,256719000.0,24345000.0,68794000.0,138955000.0,
1749704,402367000.0,1903356000.0,206505000.0,350000000.0,98983296.0,10000.0,1903356000.0,159531000.0,,-68492000.0,441801000.0
916907,,2622998000.0,149520000.0,25000000.0,9343974.0,93000.0,2622998000.0,2355309000.0,,,267689000.0
1510593,302282000.0,415605000.0,137248000.0,1000000000.0,368877205.0,84000.0,415605000.0,103276000.0,125232000.0,-181095000.0,292154000.0
1274173,2193700000.0,6665300000.0,,480000000.0,180403176.0,270600000.0,6665300000.0,724500000.0,1867900000.0,1030800000.0,4694200000.0
1455365,6908000.0,7119000.0,5189000.0,58000000.0,538793.0,1000.0,7119000.0,3250000.0,19933000.0,-68220000.0,-68184000.0
1705181,,69604000.0,,,,,,,0.0,,
770460,,668026000.0,,15000000.0,4878557.0,4879000.0,668026000.0,,573160000.0,16225000.0,92756000.0
1594686,,4105347000.0,92618000.0,350000000.0,20999596.0,2000.0,4105347000.0,,3500884000.0,-913128000.0,539850000.0
1591588,951520000.0,1007126000.0,,40000000.0,7131462.0,72000.0,1007126000.0,792654000.0,888698000.0,84461000.0,113626000.0
38777,,21229600000.0,4457900000.0,1000000000.0,505472834.0,50500000.0,21229600000.0,,9193400000.0,10665100000.0,10400900000.0
1712184,1947600000.0,15076300000.0,894200000.0,,,,15076300000.0,1699000000.0,11735900000.0,-2237800000.0,2611400000.0
720672,,26604254000.0,2279274000.0,194000000.0,111661621.0,16749000.0,26604254000.0,,22365488000.0,,4238766000.0
350737,35859737.0,47895918.0,11123726.0,12000000.0,9481799.0,94818.0,47895918.0,3695906.0,7988847.0,29290477.0,39907071.0
1688757,132299000.0,156388000.0,,,23925789.0,213471000.0,156388000.0,25900000.0,81427000.0,-165246000.0,74961000.0
1013605,,,,,,,,,,,
1725526,90228000.0,826637000.0,24709000.0,8000000.0,4305075.0,4000.0,826637000.0,84171000.0,,-1858653000.0,-76683000.0
1410738,68742.0,683684.0,28132.0,3000000000.0,2053483092.0,1529950.0,683684.0,,450954.0,-53999510.0,232730.0
84129,3951448000.0,9429403000.0,50813000.0,75000000.0,55251000.0,55251000.0,9429403000.0,2656067000.0,8818868000.0,-5294608000.0,610535000.0
1396033,438152000.0,674348000.0,169941000.0,35000000.0,30229000.0,30000.0,674348000.0,242255000.0,446742000.0,147925000.0,227606000.0
1610940,,,,,,,,,,,25180185.0
748592,1732000.0,12906000.0,777000.0,100000000.0,0.0,0.0,12906000.0,3125000.0,5247000.0,-18141000.0,7659000.0
1675644,,1821481000.0,,20000000.0,13510760.0,135000.0,1821481000.0,,1631981000.0,67971000.0,189500000.0
940942,672835000.0,2105396000.0,124506000.0,,,,2105396000.0,529105000.0,,1253160000.0,1157923000.0
77877,308248000.0,5237973000.0,2623000.0,150000000.0,99758720.0,998000.0,5237973000.0,779857000.0,2622435000.0,-772265000.0,2615538000.0
1734713,567600000.0,3057200000.0,81600000.0,500000000.0,105100000.0,1100000.0,3057200000.0,432300000.0,1788500000.0,-199900000.0,1268700000.0
1283140,93992000.0,2167565000.0,21990000.0,,,,2167565000.0,79745000.0,,,
1563298,428992.0,428992.0,12047.0,1000000000.0,123316886.0,123316.0,428992.0,1996784.0,1996784.0,-19357927.0,-1567792.0
1657853,,16908000000.0,1096000000.0,400000000.0,158235410.0,2000000.0,16908000000.0,,16815000000.0,-2681000000.0,56000000.0
799698,11423155.0,12060227.0,10003375.0,62393940.0,36480038.0,36480.0,12060227.0,2774067.0,3189267.0,-470727380.0,8870960.0
1842937,,25000.0,,,,,25000.0,,2000.0,-2000.0,23000.0
1745020,,8614000.0,8457000.0,29054797.0,1708625.0,,8614000.0,1595000.0,1595000.0,-34270000.0,-34270000.0
86759,,61283000.0,8080000.0,2000000.0,1437138.0,144000.0,61283000.0,,133829000.0,-50366000.0,-44257000.0
314489,,10544047000.0,,100000000.0,55910733.0,56000.0,10544047000.0,,9273978000.0,20830000.0,1270069000.0
711669,,1763974000.0,,20000000.0,9498783.0,9499000.0,1763974000.0,,1619486000.0,84993000.0,144488000.0
917520,1237202000.0,3615136000.0,470166000.0,240000000.0,89251000.0,893000.0,3615136000.0,401013000.0,2100269000.0,532265000.0,1514867000.0
1175505,292408000.0,331650000.0,69422000.0,100000000.0,46617735.0,45000.0,331650000.0,22184000.0,,-516211000.0,265100000.0
1598428,357600000.0,994000000.0,102800000.0,200000000.0,45700000.0,0.0,994000000.0,181000000.0,486500000.0,-363400000.0,507500000.0
701347,,6594583000.0,,185000000.0,28183340.0,442635000.0,6594583000.0,,6047850000.0,-10920000.0,546685000.0
1550020,4344.0,8132.0,1109.0,20000000000.0,16862481961.0,16862482.0,8132.0,6664914.0,6664914.0,-39618090.0,-6656782.0
1664703,618604000.0,1454387000.0,246947000.0,,,17000.0,1454387000.0,436377000.0,1312991000.0,-3103937000.0,78824000.0
1438133,637235000.0,716415000.0,94613000.0,200000000.0,62335000.0,62000.0,716415000.0,103852000.0,350110000.0,-659210000.0,366305000.0
1716166,20394000.0,25327000.0,18206000.0,200000000.0,18209452.0,2000.0,25327000.0,7841000.0,8410000.0,-35335000.0,25575000.0
1645260,2450000.0,6009000.0,935000.0,1000000000.0,376335802.0,1059000.0,6009000.0,8069000.0,,-47281000.0,-11011000.0
1708035,428667000.0,3198348000.0,113377000.0,450000000.0,137102143.0,1371000.0,3198348000.0,201865000.0,1921169000.0,-175758000.0,1277126000.0
1325618,63735892.0,71066620.0,50068728.0,31500000.0,12308432.0,1231.0,71066620.0,4917263.0,9682008.0,37669451.0,61384612.0
316253,69883000.0,112031000.0,44536000.0,75000000.0,48227750.0,482000.0,112031000.0,29949000.0,50242000.0,-275651000.0,61789000.0
1277866,,,,,,,,,,,
913142,1098398000.0,3139734000.0,501994000.0,200000000.0,50335000.0,503000.0,3139734000.0,520761000.0,,450876000.0,750581000.0
1555214,,,,500000000.0,40413033.0,4041.0,,,,-2685712.0,
1324424,5634000000.0,18690000000.0,3363000000.0,1600000000.0,261564000.0,0.0,18690000000.0,5406000000.0,,-1781000000.0,1510000000.0
1811999,3906.0,5178.0,3906.0,295000000.0,14855792.0,1486.0,5178.0,1140890.0,,-4326338.0,-1135712.0
1102238,,865764000.0,36814000.0,100000000.0,16152043.0,162000.0,865764000.0,,535358000.0,172738000.0,236791000.0
1323468,781430000.0,2540500000.0,,,,,2540500000.0,497531000.0,2045001000.0,,
1611005,,,,,,,,,,,
1161728,209519000.0,2253651000.0,44738000.0,75000000.0,36163000.0,36163000.0,2253651000.0,190926000.0,,545429000.0,976000000.0
1013706,12807000.0,30645000.0,5556000.0,9000000.0,6472038.0,65000.0,30645000.0,10058000.0,14139000.0,-65756000.0,16506000.0
1843588,47928000.0,49011000.0,44707000.0,372124239.0,45271559.0,,49011000.0,3230000.0,3230000.0,-109178000.0,45781000.0
720762,115000.0,115000.0,89000.0,400000000.0,154810655.0,1548000.0,115000.0,295000.0,295000.0,-28302000.0,-180000.0
1819608,1215770.0,601224387.0,1194821.0,,15000000.0,997.0,601224387.0,5443.0,95928721.0,-94705834.0,-94704334.0
36506,,1501730000.0,,18000000.0,10500758.0,,1501730000.0,,1333866000.0,39318000.0,167864000.0
1701756,4493358.0,10503619.0,,50000000.0,11725764.0,1172.0,10503619.0,3109790.0,4708491.0,-63193707.0,5795128.0
