cik,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockValue_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,RetainedEarningsAccumulatedDeficit_USD,StockholdersEquity_USD
1738177,165135000.0,205753000.0,,500000000.0,26126775.0,3000.0,205753000.0,107611000.0,142366000.0,-44799000.0,63387000.0
1284812,,348453000.0,41232000.0,500000000.0,53462621.0,535000.0,348453000.0,,123549000.0,-291542000.0,174239000.0
1156039,45751000000.0,86615000000.0,5741000000.0,900000000.0,245401430.0,3000000.0,86615000000.0,29453000000.0,53416000000.0,23802000000.0,33199000000.0
1831828,54261000.0,54554000.0,53654000.0,,,,54554000.0,2406000.0,4326000.0,-91447000.0,-89348000.0
722313,41037000.0,57634000.0,352000.0,9000000.0,2659628.0,27000.0,57634000.0,19536000.0,38916000.0,2662000.0,18718000.0
1334036,492841000.0,1118723000.0,135802000.0,250000000.0,105000000.0,,1118723000.0,291584000.0,828090000.0,553346000.0,290633000.0
1430306,87989000.0,98183000.0,77068000.0,400000000.0,206008683.0,206000.0,98183000.0,9819000.0,10535000.0,-267533000.0,87648000.0
16732,2535000000.0,12498000000.0,946000000.0,560000000.0,323000000.0,12000000.0,12498000000.0,2801000000.0,9573000000.0,3517000000.0,2922000000.0
1789192,495171.0,687649.0,242900.0,495000000.0,1606765.0,161.0,687649.0,785233.0,1153102.0,-12277647.0,-436176.0
1466301,310829000.0,605554000.0,240229000.0,200000000.0,103699109.0,104000.0,605554000.0,184928000.0,764302000.0,-2612727000.0,-158748000.0
25743,128404000.0,181610000.0,,600000000.0,299765000.0,300000.0,181610000.0,59238000.0,305611000.0,-878945000.0,-124001000.0
1125699,139513.0,302386.0,36516.0,1100000000.0,278757.0,2788.0,302386.0,12464363.0,12759113.0,-56974063.0,-12456727.0
1847241,,,,,,,,,,,0.0
1850838,24003000.0,28083000.0,22951000.0,137700000.0,4465351.0,5000.0,28083000.0,7699000.0,17486000.0,-66225000.0,-64628000.0
889900,477956000.0,3299069000.0,224915000.0,400000000.0,271028688.0,2710000.0,3299069000.0,273722000.0,1283010000.0,472014000.0,2016059000.0
1066656,,64584761.0,,,,,64584761.0,,3135203.0,,
1010134,116554000.0,140388000.0,51602000.0,150000000.0,37433333.0,19186000.0,140388000.0,59334000.0,95551000.0,-68603000.0,-30485000.0
1627469,285455.0,295045.0,244704.0,500000000.0,8000000.0,800.0,295045.0,528308.0,578102.0,-320279.0,-283057.0
1339469,153358000.0,176338000.0,15462000.0,125000000.0,57815596.0,578000.0,176338000.0,16731000.0,84553000.0,-347713000.0,91785000.0
1818383,127799000.0,210337000.0,23554000.0,,,,210337000.0,107455000.0,315455000.0,-418973000.0,-33773000.0
1503707,,1918436000.0,65995000.0,400000000.0,190409341.0,1904000.0,1918436000.0,,1506374000.0,-1302755000.0,409639000.0
1742692,289591000.0,295761000.0,68938000.0,100000000.0,76354436.0,216000.0,295761000.0,35030000.0,40286000.0,169016000.0,253963000.0
1608092,51987.0,63102.0,25095.0,200000000.0,154832335.0,154832.0,63101.0,213281.0,235451.0,-8916893.0,-149298.0
108312,1246554000.0,3959505000.0,,150000000.0,72960000.0,106000.0,3959505000.0,328110000.0,1896043000.0,2464373000.0,2063462000.0
1708055,447646000.0,1547265000.0,128428000.0,240000000.0,145425248.0,15000.0,1547265000.0,327630000.0,860412000.0,-1178476000.0,686853000.0
910329,234314000.0,276084000.0,163723000.0,20000000.0,11822000.0,12000.0,276084000.0,111350000.0,118838000.0,154351000.0,157246000.0
1701108,139145000.0,153451000.0,85209000.0,60000000.0,29260247.0,29000.0,153451000.0,14343000.0,21411000.0,-277707000.0,132040000.0
1351172,,,,,,,,,,,
1084580,,47751997000.0,7111929000.0,,,,,,41385865000.0,,
1368514,153740507.0,207673394.0,55921152.0,150000000.0,104902888.0,10490.0,207673394.0,19947367.0,119423968.0,-340465103.0,88249426.0
874238,361543000.0,952694000.0,66185000.0,38000000.0,28279000.0,283000.0,952694000.0,321884000.0,683965000.0,17273000.0,267270000.0
21535,485046000.0,1090346000.0,149358000.0,60000000.0,42190000.0,42190000.0,1090346000.0,174453000.0,,26230000.0,512288000.0
100591,546220000.0,602630000.0,366671000.0,30000000.0,15706202.0,2356000.0,602630000.0,276087000.0,280222000.0,166110000.0,320667000.0
1793862,1152794000.0,1463146000.0,836975000.0,2000000000.0,941450185.0,98000.0,1463146000.0,369500000.0,386064000.0,-1432200000.0,1077082000.0
1571934,6728789.0,6751001.0,5795055.0,150000000.0,1257579.0,126.0,6751001.0,1612489.0,,-1530473.0,5138512.0
1637715,55025000.0,55221000.0,53613000.0,105000000.0,2053070.0,,55221000.0,4580000.0,4616000.0,-44958000.0,-42115000.0
701719,23510348.0,40579092.0,9218036.0,60000000.0,26924381.0,269246.0,40579092.0,6052763.0,23000650.0,-22863804.0,17578442.0
1725123,1363839011.0,1861445610.0,218681927.0,,,,1861445610.0,376597185.0,577888654.0,606184670.0,1283556956.0
1705843,39590000.0,63327000.0,17299000.0,275000000.0,37165196.0,4000.0,63327000.0,6945000.0,26452000.0,-166893000.0,36875000.0
1705873,154491000.0,1419810000.0,80557000.0,750000000.0,85041581.0,85000.0,1419810000.0,175306000.0,,-151931000.0,714036000.0
1448597,14900856.0,26056825.0,14341727.0,750000000.0,55842715.0,5584.0,26056825.0,746808.0,23399508.0,-23625573.0,2657317.0
1374535,748200000.0,4208100000.0,254400000.0,120000000.0,64676567.0,,4208100000.0,360600000.0,,269500000.0,1996700000.0
1437352,598452000.0,960944000.0,467171000.0,100000000.0,35449447.0,35000.0,960944000.0,236228000.0,708639000.0,-293316000.0,252305000.0
1889539,,,,,,,,,,,
750004,2181000000.0,7984000000.0,928000000.0,199000000.0,113000000.0,,7984000000.0,832000000.0,10508000000.0,-3529000000.0,-2653000000.0
1359687,22223710.0,76728758.0,7438170.0,,,,76728758.0,8534170.0,,,63510638.0
1066684,7624.0,,7624.0,500000000.0,441480473.0,441480.0,7624.0,714901.0,,-297742799.0,-707277.0
1818844,31472731.0,31472731.0,29795366.0,43000000.0,8305075.0,830.0,31472731.0,1531842.0,1531842.0,-27965105.0,29940889.0
1820209,1061.0,371710.0,1061.0,,,,371710.0,407410.0,407410.0,-60700.0,-35700.0
1610682,21254000.0,237548000.0,3040000.0,,,,237548000.0,18538000.0,231280000.0,,
1834253,,,,609026779.0,120540220.0,,,,,,
1653653,224657000.0,3739954000.0,121176000.0,,,,3739954000.0,200257000.0,3135313000.0,-33071000.0,352598000.0
1700844,499.0,763.0,499.0,75000000.0,2970.0,0.001,-11154.0,11917.0,763.0,-36854.0,-11154.0
1682639,33391345.0,33906760.0,28371828.0,90000000.0,24978585.0,2498.0,33906760.0,18198377.0,18602875.0,-77440919.0,15303885.0
889971,22188715.0,49896607.0,5306243.0,44500000.0,26127361.0,261274.0,49896607.0,8132271.0,13543580.0,-197111403.0,36353027.0
721994,,5830435000.0,249927000.0,90000000.0,25713408.0,114927000.0,5830435000.0,,5173251000.0,529005000.0,657095000.0
1040896,15582000.0,24341000.0,,40000000.0,18410458.0,18000.0,24341000.0,2121000.0,2130000.0,-119419000.0,22211000.0
1560905,6811.0,405956.0,6811.0,200000000.0,100074854.0,100075.0,405956.0,426462.0,426462.0,-6797478.0,-20506.0
1416265,,947109000.0,50145000.0,625000000.0,70075307.0,215000.0,947109000.0,,909903000.0,-415911000.0,-283161000.0
1845601,,,,1000000.0,0.0,,,,,,0.0
1584371,9589000.0,10239000.0,3502000.0,2500000000.0,20218220.0,,10239000.0,3714000.0,,-48536000.0,5648000.0
1094285,1722600000.0,5084800000.0,673100000.0,125000000.0,37697865.0,400000.0,5084800000.0,760900000.0,1856200000.0,3327900000.0,3228600000.0
1766352,6516978.0,13310787.0,4703419.0,,,,13310787.0,12624501.0,40100686.0,,
1616741,17217000.0,53391000.0,7494000.0,25000000.0,3377279.0,,53391000.0,8812000.0,18638000.0,-4419000.0,34753000.0
1140102,38968906.0,49095042.0,,30000000.0,13628675.0,13629.0,49095042.0,9456076.0,12730769.0,7685720.0,36364000.0
1533758,2419589000.0,5591367000.0,740490000.0,1000000.0,1078.0,0.0,5591367000.0,1446961000.0,3514991000.0,671570000.0,2011460000.0
1795589,1462792000.0,1828232000.0,524854000.0,4000000000.0,3546124955.0,3494000.0,1828232000.0,531126000.0,565389000.0,-898751000.0,1262834000.0
1021435,4841100.0,4858900.0,4375300.0,195000000.0,18850675.0,1900.0,4858900.0,1559500.0,1942500.0,-79240700.0,2916400.0
1643269,475310000.0,570507000.0,404140000.0,1000000000.0,102484000.0,10000.0,570507000.0,130773000.0,139095000.0,-397791000.0,431412000.0
1796297,9769.0,9769.0,7669.0,75000000.0,4000.0,0.001,9769.0,6013.0,3756.0,-244.0,3756.0
1822309,1563531.0,233860060.0,1277708.0,,,368.0,233860060.0,,33758617.0,-32199132.0,-32198557.0
73756,1170263000.0,2045842000.0,452016000.0,360000000.0,110834088.0,27709000.0,2045842000.0,437116000.0,,1351220000.0,552094000.0
1604950,107826000.0,109048000.0,71819000.0,150000000.0,27325959.0,3000.0,109048000.0,9321000.0,26878000.0,-161664000.0,82170000.0
21076,2103000000.0,6855000000.0,732000000.0,750000000.0,130741461.0,131000000.0,6855000000.0,1738000000.0,5475000000.0,1302000000.0,1184000000.0
1576873,611108.0,1607342.0,403654.0,1200000000.0,502622746.0,502622.0,1607342.0,7849504.0,8151013.0,-94408024.0,-6543671.0
1792044,12867500000.0,61553000000.0,844400000.0,3000000000.0,,12100000.0,61553000000.0,10562900000.0,38598900000.0,5361200000.0,
23795,,666700000.0,4289000.0,25000000.0,7310680.0,7250000.0,666700000.0,,315801000.0,339917000.0,350899000.0
1279620,,8127737.0,699335.0,100000000.0,12011548.0,12012.0,8127737.0,,2192000.0,-14933048.0,5935737.0
1661458,,356060000.0,50236000.0,1000000000.0,877759145.0,8778000.0,356060000.0,,98997000.0,,257138000.0
76063,153000000.0,2962000000.0,0.0,,,,2962000000.0,122000000.0,,,
1678463,486543000.0,1658163000.0,25678000.0,190000000.0,65981000.0,19000.0,1658163000.0,278900000.0,1464396000.0,-51875000.0,193767000.0
1336364,,,,,,,,,,,
923120,,3046084000.0,724600000.0,50000000.0,,,3046084000.0,,,866367000.0,1280407000.0
1543623,1804193.0,2454908.0,,100000000.0,25724844.0,2572.0,2454908.0,1500161.0,1607748.0,-11140603.0,847160.0
1593034,2413258000.0,9264637000.0,1213437000.0,1000000000.0,230315768.0,23000.0,9264637000.0,1253824000.0,,-9368270000.0,-647939000.0
759944,,183349000000.0,,1000000000.0,569876133.0,6000000.0,183349000000.0,,160676000000.0,6445000000.0,22673000000.0
766792,11789957.0,40935925.0,7699335.0,20000000.0,6678698.0,66786.0,40935925.0,3704296.0,16810353.0,-2902898.0,24125572.0
1313310,,,,,,,,,,,
1163668,,3599160000.0,300307000.0,30000000.0,18076364.0,18076000.0,3599160000.0,,3229112000.0,189521000.0,370048000.0
1650575,23865000.0,29352000.0,3044000.0,,59943310.0,,29352000.0,86811000.0,91593000.0,-215175000.0,-62128000.0
1179929,7876000000.0,9532000000.0,4154000000.0,150000000.0,,,9532000000.0,4965000000.0,7436000000.0,1860000000.0,2096000000.0
1629210,4049672.0,51853116.0,3498093.0,200000000.0,34586981.0,345870.0,51853116.0,623978.0,5785346.0,-57236736.0,46067770.0
1665598,60320.0,91434.0,,250000000.0,80000000.0,80000.0,91434.0,231235.0,252096.0,-169020.0,-160662.0
1759824,381600000.0,746200000.0,1200000.0,200000000.0,30018502.0,,746200000.0,434300000.0,589300000.0,-53400000.0,156900000.0
1446687,,523580000.0,0.0,750000000.0,35318862.0,35000.0,523580000.0,,335438000.0,,163777000.0
1598308,243492.0,246512.0,6825.0,400000000.0,59966358.0,59966.0,246512.0,185233.0,185233.0,-5181426.0,61279.0
1569340,448839.0,452339.0,241619.0,200000000.0,32538411.0,32538.0,452339.0,8399721.0,8399721.0,-25705993.0,-7947382.0
1671584,47264000.0,53547000.0,39979000.0,500000000.0,4410909.0,46000.0,53547000.0,14539000.0,36953000.0,-185606000.0,16594000.0
1584480,,0.0,0.0,75000000.0,60648433.0,60648.0,0.0,163492.0,163492.0,-38876062.0,-163492.0
1253689,138273345.0,142832169.0,137035017.0,100000000.0,49017622.0,49018.0,142832169.0,12428369.0,14612713.0,-309469553.0,128219456.0
1579241,1145000000.0,3069400000.0,480400000.0,400000000.0,91212741.0,900000.0,3069400000.0,521500000.0,2236800000.0,985600000.0,829400000.0
1563665,1677000.0,2076000.0,,60000000.0,9388407.0,94000.0,2076000.0,756000.0,951000.0,-68960000.0,1125000.0
1178711,164117000.0,176853000.0,105157000.0,200000000.0,46516567.0,46000.0,176853000.0,23953000.0,279113000.0,-807799000.0,-102260000.0
1826058,167224.0,441666.0,167224.0,,,,441666.0,500000.0,500000.0,-83334.0,-58334.0
1297996,,36076291000.0,108501000.0,392000000.0,280289726.0,2788000.0,36076291000.0,,17587944000.0,-3997938000.0,17717697000.0
1018399,,4014324000.0,253782000.0,40000000.0,11937795.0,119000.0,4014324000.0,,3679898000.0,214977000.0,334426000.0
1729944,4757369.0,19746006.0,2623952.0,30000000.0,12839972.0,12747.0,19746006.0,5950402.0,11932852.0,-17664687.0,
1425355,,12510883.0,5440579.0,250000000.0,10785913.0,10786.0,12510883.0,,869996.0,-1159665.0,11640887.0
1845022,103542000.0,117188000.0,37297000.0,43200000.0,6199305.0,0.0,117188000.0,72860000.0,103708000.0,-283753000.0,-246342000.0
906465,,5705043000.0,,20000000.0,15805711.0,15806000.0,5705043000.0,,5111250000.0,300804000.0,593793000.0
1600983,8788000.0,12944000.0,7057000.0,,,,12944000.0,2638000.0,13967000.0,-69246000.0,-66185000.0
1909747,,,,,,,,,,,
1028918,,19736544000.0,880766000.0,150000000.0,94483136.0,931000.0,19736544000.0,,16989895000.0,330555000.0,2746649000.0
1040161,39634000.0,72038000.0,31257000.0,250000000.0,51078942.0,,72038000.0,10594000.0,19168000.0,-415134000.0,52870000.0
1802749,14324000.0,24865000.0,460000.0,250000000.0,32949507.0,3000.0,24865000.0,42646000.0,51560000.0,-80795000.0,-26695000.0
1664740,,7899512.0,48913.0,100.0,100.0,,7899512.0,,5693811.0,2205601.0,2205701.0
1435049,254081000.0,429002000.0,187750000.0,300000000.0,42282000.0,4000.0,429002000.0,22809000.0,94380000.0,-128829000.0,334622000.0
1544238,1121799.0,1425172.0,19179.0,400000000.0,794183.0,794.0,1425172.0,10551533.0,11623168.0,-72091862.0,-10197996.0
1776909,51244000.0,88595000.0,11203000.0,125000000.0,40289000.0,4000.0,88595000.0,21684000.0,43621000.0,-152547000.0,44974000.0
1384101,375679000.0,457163000.0,349364000.0,125000000.0,58200526.0,58000.0,457163000.0,16781000.0,35931000.0,-281594000.0,421232000.0
1552797,29309000.0,956417000.0,4243000.0,,,,956417000.0,28300000.0,,,
1716621,27620000.0,33438000.0,23906000.0,300000.0,3189.0,7000.0,33438000.0,7762000.0,12291000.0,-153202000.0,21147000.0
1840161,42500.0,42500.0,,,,,42500.0,18311.0,18311.0,-811.0,24189.0
1828962,538807000.0,581400000.0,122215000.0,257058262.0,208116104.0,208000.0,581400000.0,346500000.0,352475000.0,-184033000.0,228925000.0
9984,642345000.0,2676226000.0,79145000.0,150000000.0,64171321.0,642000.0,2676226000.0,295379000.0,,1519811000.0,1382677000.0
1641489,7215000.0,14789000.0,5747000.0,,,,14789000.0,6390000.0,10996000.0,-290036000.0,-80102000.0
863064,,,,,,,,,,,
1090009,,2482587000.0,100687000.0,10000000.0,7772748.0,,2482587000.0,,2254293000.0,119060000.0,228294000.0
72205,50138800.0,63530417.0,32963523.0,10000000.0,5364907.0,536491.0,63530417.0,10717861.0,11487730.0,59041816.0,52042687.0
1491829,72989.0,72989.0,1179.0,8000000000.0,113405751.0,11341.0,72989.0,4296043.0,4296043.0,-5138059.0,-4223054.0
1843351,25000.0,25000.0,0.0,,,,25000.0,0.0,0.0,0.0,25000.0
1411494,,23669084000.0,1555517000.0,,,,23669084000.0,,17373119000.0,0.0,1429315000.0
939930,1217930000.0,1696055000.0,123167000.0,250000000.0,25000000.0,391089000.0,1696055000.0,626202000.0,1316518000.0,-13478000.0,376208000.0
876779,211226000.0,447386000.0,88127000.0,50000000.0,49035055.0,1164000.0,447386000.0,84829000.0,,39720000.0,260432000.0
1404804,961226.0,976772.0,60729.0,125000000.0,21600189.0,8578210.0,976772.0,1621456.0,1850905.0,-21465641.0,-874133.0
1475841,,6659950000.0,605565000.0,400000000.0,51487907.0,,6659950000.0,,5839259000.0,223175000.0,820691000.0
1038773,,3304949000.0,481719000.0,40000000.0,15107214.0,15107000.0,3304949000.0,,2947781000.0,87185000.0,357168000.0
100885,4214000000.0,62398000000.0,1799000000.0,1400000000.0,1112227784.0,2781000000.0,62398000000.0,4173000000.0,45440000000.0,51326000000.0,16958000000.0
1727196,344404000.0,388305000.0,160358000.0,150000000.0,35152470.0,34000.0,388305000.0,42564000.0,127535000.0,-244331000.0,260770000.0
720005,,53657000000.0,5377000000.0,350000000.0,159127724.0,2000000.0,53657000000.0,,46219000000.0,6702000000.0,7363000000.0
1845799,,331396000.0,3136000.0,20000000.0,,24000.0,331396000.0,,274521000.0,49679000.0,56875000.0
1894562,,,,,,,,,,,2338000.0
1003815,,100.0,,1000.0,1000.0,1000.0,100.0,,100.0,,0.0
1786909,,,,,,,,,,,
1525773,2064970000.0,12797681000.0,1060917000.0,1000000000.0,142100000.0,1421000.0,12797681000.0,6503542000.0,,-8416410000.0,-5921471000.0
1289237,77170000.0,208928000.0,76769000.0,,,,208928000.0,2897000.0,8686000.0,,
705432,,7008227000.0,108408000.0,80000000.0,37934819.0,47419000.0,7008227000.0,,6132930000.0,111208000.0,875297000.0
1802156,32705000.0,322838000.0,,,,,322838000.0,54919000.0,318089000.0,-107492000.0,4749000.0
1474627,428611000.0,557468000.0,1816177.0,,363326000.0,48299.0,557468000.0,388091000.0,429971000.0,-50542000.0,127497000.0
888471,,122175026.0,9230173.0,,,,122175026.0,,3626097.0,,
1566610,3668000.0,32542000.0,1815000.0,200000000.0,47795009.0,5000.0,32542000.0,16875000.0,21797000.0,-81541000.0,10745000.0
37808,,37354000000.0,1383000000.0,500000000.0,328057368.0,3000000.0,37354000000.0,,32395000000.0,869000000.0,4959000000.0
1411906,18493000.0,22878000.0,17346000.0,300000000.0,193378996.0,19000.0,22878000.0,1834000.0,5366000.0,-200527000.0,17494000.0
1810182,435992000.0,436054000.0,434219000.0,1000000000.0,39844522.0,40000.0,436054000.0,6204000.0,6209000.0,-118522000.0,429845000.0
895665,1640906.0,55791423.0,780262.0,80000000.0,13048942.0,13049.0,55791423.0,15644127.0,64618568.0,-45522907.0,-27595891.0
1437517,27441.0,27441.0,26741.0,100000000.0,74044515.0,74045.0,27441.0,301864.0,337464.0,-5166362.0,-310023.0
1747172,,,,,,,,,,,-798000.0
1437402,194686000.0,201562000.0,91032000.0,300000000.0,93599975.0,9000.0,201562000.0,28416000.0,75450000.0,-554765000.0,126112000.0
1115837,,,,,,,,,,,
1002242,,,,,,,,,,,
1824036,,,,,,,,,,,
1699709,0.0,0.0,0.0,75000000.0,5871250.0,5871.0,0.0,149107.0,149107.0,-213802.0,-149107.0
1840229,4096794.0,4555178.0,,35000000.0,24177315.0,242.0,4555178.0,14222297.0,,-52735092.0,-53874177.0
900075,1225467000.0,3934438000.0,616403000.0,400000000.0,236307042.0,24000.0,3934438000.0,371015000.0,991846000.0,2330791000.0,2942592000.0
1535955,25329023.0,25352776.0,19217382.0,100000000.0,70041967.0,7005.0,25352776.0,6583731.0,10010857.0,-172032008.0,15341919.0
1862150,1789873.0,5787556.0,1197672.0,,,,5787556.0,3361435.0,4495121.0,-31022273.0,1292270.0
1605331,1079751.0,4692305.0,1018974.0,1000000000.0,124446838.0,124347.0,4692305.0,1039764.0,1067057.0,-3496335.0,3625248.0
1689657,265569000.0,299658000.0,233408000.0,300000000.0,64486246.0,3000.0,299658000.0,28968000.0,54877000.0,-191884000.0,244781000.0
1532346,249122000.0,272064000.0,60789000.0,,,,272064000.0,17418000.0,30007000.0,-250441000.0,242057000.0
1419242,106400000.0,847200000.0,38800000.0,,89222568.0,1219700000.0,847200000.0,136900000.0,688600000.0,-1090000000.0,-10200000.0
1498576,86715000.0,201136000.0,3109000.0,1000000000.0,436816529.0,44000.0,201136000.0,293689000.0,304508000.0,-340957000.0,-102550000.0
1689490,140359.0,140360.0,120741.0,100000000.0,8025000.0,8025.0,140360.0,,554234.0,-445100.0,-413874.0
49600,,2720803000.0,21000.0,70000000.0,39676828.0,4000.0,2720803000.0,,1450285000.0,,1269638000.0
60714,129580000.0,1053302000.0,16264000.0,75000000.0,39900000.0,3993000.0,1053302000.0,107295000.0,,-41487000.0,149643000.0
1832487,3175154.0,3964741.0,9558.0,8484000.0,2265633.0,2261.0,3964741.0,2139034.0,7090035.0,-12209247.0,-3125294.0
1513363,,,,,,,,,,,410760000.0
1095565,114725000.0,500313000.0,36566000.0,75000000.0,31493000.0,,500313000.0,119442000.0,,62277000.0,334062000.0
1641229,,,,,,,,,,,
1823200,1420225.0,145171129.0,968800.0,,,,145171129.0,145319.0,5176569.0,-3755848.0,-3755440.0
1874178,3016000000.0,4602000000.0,2979000000.0,712000000.0,101000000.0,0.0,4602000000.0,611000000.0,742000000.0,-1686000000.0,-1384000000.0
1588489,,17716478000.0,,,,,,,0.0,,
1680873,99045645.0,484227605.0,,100000000.0,51913411.0,5191.0,484227605.0,76701776.0,219426172.0,-327150398.0,260433886.0
24491,1582215000.0,2971573000.0,625758000.0,300000000.0,87850292.0,87850000.0,2971573000.0,648110000.0,,,1388899000.0
1495491,,,,,,,,,,,
1731388,6055895.0,107511885.0,938282.0,200000000.0,2348216.0,23482.0,107511885.0,19259797.0,56971780.0,-18472150.0,34599392.0
1829432,523475.0,523475.0,0.0,,,,523475.0,512320.0,512320.0,-13845.0,11155.0
891166,,1758741000.0,167156000.0,55000000.0,46817000.0,468000.0,1758741000.0,,1309479000.0,567512000.0,449262000.0
1022505,581776.0,982687.0,399876.0,681000000.0,40792510.0,407925.0,982687.0,1255152.0,1929359.0,-69226343.0,-946672.0
1274792,16544000.0,16776000.0,14038000.0,30000000.0,13380000.0,1334000.0,16776000.0,770000.0,770000.0,-543637000.0,16006000.0
1374567,4507000.0,8524000.0,1015000.0,175000000.0,75037890.0,750000.0,8524000.0,5096000.0,7977000.0,-6362000.0,547000.0
1494558,65000000.0,160876000.0,18210000.0,,,,160876000.0,98635000.0,139243000.0,-524007000.0,21935000.0
1871149,11972000.0,15470000.0,28000.0,,,,15470000.0,8563000.0,45637000.0,-39232000.0,-30167000.0
98362,2000300000.0,5041600000.0,320300000.0,200000000.0,75834668.0,,5041600000.0,848000000.0,,1339500000.0,2152900000.0
1692063,1220700000.0,3516200000.0,395500000.0,,,,3516200000.0,534600000.0,1460700000.0,502500000.0,2055500000.0
924095,,1783.0,,10000000.0,6082214.0,6082214.0,1783.0,175712.0,175712.0,-17887624.0,-173929.0
1637890,,,,,,,,,,,
1057083,64613000.0,87531000.0,5761000.0,50000000.0,18429350.0,18000.0,87531000.0,11746000.0,16133000.0,-56888000.0,71398000.0
1707303,12337825.0,74887543.0,1351532.0,100000000.0,25913631.0,,74887543.0,10092176.0,18317094.0,4052634.0,55925071.0
1775194,,,1197981.0,,500000.0,,,,,,2322771.0
1506439,31326974.0,56745746.0,28267792.0,50000000.0,12818797.0,12819.0,56745746.0,8516505.0,17056941.0,-35569711.0,39688805.0
1618673,3221200000.0,7493700000.0,,1000000000.0,132000000.0,1300000.0,7493700000.0,2039500000.0,5446800000.0,333500000.0,2046900000.0
1142801,47.0,11066.0,,100000000.0,44100816.0,44101.0,11066.0,708890.0,708890.0,-5539235.0,-697824.0
88941,474728000.0,1082102000.0,268891000.0,250000000.0,78136144.0,785000.0,1082102000.0,109573000.0,,671196000.0,698743000.0
1347858,28341000.0,51694000.0,,300000000.0,139061690.0,1000.0,51694000.0,7343000.0,7584000.0,-145404000.0,44110000.0
932787,7610000000.0,14454000000.0,3006000000.0,1200000000.0,911239420.0,1157000000.0,14454000000.0,3053000000.0,5948000000.0,3599000000.0,8448000000.0
1834645,25425.0,107000.0,25425.0,50000000.0,1537500.0,154.0,107000.0,80310.0,80310.0,-310.0,26690.0
17843,1152600000.0,3043900000.0,271400000.0,100000000.0,56012748.0,280100000.0,3043900000.0,265800000.0,1711000000.0,1416500000.0,1332900000.0
788611,4782762.0,5700510.0,3700814.0,24000000.0,5995320.0,5995.0,5700510.0,450709.0,536778.0,-33105008.0,5163732.0
829224,8357500000.0,29968400000.0,5028100000.0,2400000000.0,1177200000.0,1200000.0,29968400000.0,7883900000.0,37872400000.0,-8253600000.0,-7909700000.0
1512717,,,,,,,,,,,
1812364,770100000.0,799829000.0,447646000.0,150000000.0,89991324.0,90000.0,799829000.0,13632000.0,36536000.0,-404228000.0,763293000.0
1555280,6611000000.0,13609000000.0,3604000000.0,6000000000.0,501891243.0,5000000.0,13609000000.0,2170000000.0,9836000000.0,5659000000.0,3769000000.0
92380,15173000000.0,34588000000.0,11063000000.0,2000000000.0,888111634.0,888000000.0,34588000000.0,7506000000.0,,14777000000.0,8876000000.0
1716324,4500.0,4500.0,0.0,80000000.0,23950000.0,23950.0,4500.0,54893.0,54893.0,-151493.0,-50393.0
1080448,2526842.0,3691842.0,,400000000.0,74380354.0,74380.0,3691842.0,233381.0,,-26089742.0,3458461.0
1580608,,48887493000.0,109053000.0,1100000000.0,363159613.0,3061000.0,48887493000.0,,43265532000.0,5275666000.0,5621961000.0
1310630,1334167.0,1532141.0,1006394.0,100000000.0,20252309.0,2025.0,1532141.0,697303.0,697303.0,-462786.0,834838.0
1829311,,,3720.0,,,,,,,,-71051.0
1304730,374367.0,26434991.0,150000.0,200000000.0,139314416.0,139314.0,26434991.0,5875132.0,5937825.0,-8664849.0,20497166.0
1839132,17000.0,42000.0,,,,,42000.0,25000.0,25000.0,-8000.0,17000.0
1443388,847070.0,5904315.0,182208.0,375000000.0,42293638.0,42294.0,5904315.0,3791333.0,11029695.0,-53934065.0,-5125380.0
890547,1046400000.0,2527700000.0,97100000.0,900000000.0,56742513.0,500000.0,2527700000.0,844200000.0,,-2631700000.0,-1862000000.0
1274737,70517000.0,78375000.0,57448000.0,200000000.0,12652308.0,13000.0,78375000.0,8771000.0,36536000.0,-181289000.0,41839000.0
1909152,,,,,,,,,,,144126000.0
1815753,25000.0,145000.0,25000.0,,,,145000.0,149371.0,149371.0,-29371.0,-4371.0
1846084,,,,,,,,,,,302379.0
1232384,,,,,940000000.0,,,,,,
1820201,65191000.0,473091000.0,5401000.0,,,260.0,473091000.0,103122000.0,471629000.0,-221626000.0,-21225746.0
1841804,273340000.0,2268631000.0,146212000.0,252480000.0,126219000.0,1262000.0,2268631000.0,253793000.0,1180647000.0,-177981000.0,1087984000.0
82811,1851300000.0,4589000000.0,611300000.0,100000000.0,40600000.0,400000.0,4589000000.0,822000000.0,,2010700000.0,2544400000.0
200406,51237000000.0,174894000000.0,13985000000.0,4320000000.0,3119843000.0,3120000000.0,174894000000.0,42493000000.0,111616000000.0,113890000000.0,
739421,,1891674000.0,68707000.0,25000000.0,4350342.0,4350000.0,1891674000.0,,1697415000.0,126627000.0,194259000.0
1009829,250828000.0,329369000.0,87953000.0,100000000.0,5694772.0,6000.0,329369000.0,138266000.0,314691000.0,-197423000.0,11727000.0
912766,1443786000.0,4970894000.0,750147000.0,875000000.0,0.0,,4970894000.0,804555000.0,2705236000.0,-176822000.0,2276816000.0
